condition_concept_id,concept_name,vocabulary_id
197416,Moderate laceration of liver without open wound into abdominal cavity,SNOMED
197484,Diarrhea of presumed infectious origin,SNOMED
197602,Tubo-ovarian inflammatory disease,SNOMED
197605,Inflammatory disorder of male genital organ,SNOMED
197606,Female infertility of tubal origin,SNOMED
199764,Benign neoplasm of ovary,SNOMED
199837,Portal vein thrombosis,SNOMED
193165,Disorder of adrenal gland,SNOMED
193242,Perforation of intestine,SNOMED
319049,Acute respiratory failure,SNOMED
319825,Rheumatic heart disease,SNOMED
319927,Heart sounds abnormal,SNOMED
320116,Acute pericarditis,SNOMED
199839,External hemorrhoids without complication,SNOMED
199856,Varicose veins of lower extremity with inflammation,SNOMED
197607,Excessive and frequent menstruation,SNOMED
199859,Bilateral recurrent inguinal hernia,SNOMED
193251,Umbilical hernia without obstruction AND without gangrene,SNOMED
193308,Congenital anomaly of spleen,SNOMED
197676,Large liver,SNOMED
197804,Primary malignant neoplasm of intra-abdominal organs,SNOMED
199913,Acquired deformity of ankle AND/OR foot,SNOMED
200031,Hepatic coma due to viral hepatitis B,SNOMED
200054,Primary malignant neoplasm of ureter,SNOMED
197808,Primary malignant neoplasm of soft tissues of trunk,SNOMED
197927,Intrauterine synechiae,SNOMED
200349,Malignant lymphoma of intra-abdominal lymph nodes,SNOMED
200445,Chronic prostatitis,SNOMED
200450,Disorder of urethra,SNOMED
200616,Complication of transplanted liver,SNOMED
200662,Lymphosarcoma,SNOMED
200675,Neoplasm of uncertain behavior of ovary,SNOMED
200761,Retroperitoneal abscess,SNOMED
200763,Chronic hepatitis,SNOMED
200772,Radiation gastroenteritis,SNOMED
200784,Placental condition affecting management of mother,SNOMED
198101,Lipoma of skin and subcutaneous tissue,SNOMED
198189,Purulent peritonitis,SNOMED
198191,Acquired hypertrophic pyloric stenosis,SNOMED
198212,Spotting per vagina in pregnancy,SNOMED
198249,Congenital anomaly of digestive system,SNOMED
200962,Primary malignant neoplasm of prostate,SNOMED
193322,Right lower quadrant pain,SNOMED
193437,Neoplasm of uncertain behavior of female genital organ,SNOMED
201131,Pelvic mass,SNOMED
201338,Urethral fistula,SNOMED
193522,Acute prostatitis,SNOMED
193528,Third degree uterine prolapse,SNOMED
201388,Congenital uterine anomaly,SNOMED
201453,Third degree burn of abdominal wall,SNOMED
193539,Placental abruption - delivered,SNOMED
201519,Primary malignant neoplasm of liver,SNOMED
193620,Injury of kidney without open wound into abdominal cavity,SNOMED
193625,Capsular tear without major disruption of parenchyma of spleen AND without open wound into abdominal cavity,SNOMED
193874,Nocturnal enuresis,SNOMED
193983,Disorder of pancreatic internal secretion,SNOMED
193984,Adrenal hypofunction,SNOMED
198263,Right upper quadrant pain,SNOMED
198291,Burn of abdominal wall,SNOMED
198488,Placental abruption,SNOMED
194083,Vaginitis and vulvovaginitis,SNOMED
198571,Cardiogenic shock,SNOMED
198645,Third degree burn of lower limb,SNOMED
194092,Uterine prolapse without vaginal wall prolapse,SNOMED
198810,Vulval intraepithelial neoplasia grade 2,SNOMED
198978,Acute gonorrhea of lower genitourinary tract,SNOMED
199066,Female digestive-genital tract fistula,SNOMED
199071,Nephrotic syndrome with minimal change glomerulonephritis,SNOMED
199073,Iliopsoas abscess,SNOMED
194101,Uterine size for dates discrepancy,SNOMED
194121,Pilonidal cyst with abscess,SNOMED
199754,Primary malignant neoplasm of pancreas,SNOMED
199870,Renal vascular disorder,SNOMED
201603,Disorder of teeth AND/OR supporting structures,SNOMED
201625,Malposition of uterus,SNOMED
199876,Prolapse of female genital organs,SNOMED
201909,Female infertility,SNOMED
201916,Ureteric stone,SNOMED
252348,Chronic pulmonary radiation disease,SNOMED
199991,Disorder of transplanted kidney,SNOMED
200051,Primary malignant neoplasm of ovary,SNOMED
200149,Placenta previa with hemorrhage - not delivered,SNOMED
200160,Premature rupture of membranes - delivered,SNOMED
252758,Late effect of fracture of skull AND/OR face bones,SNOMED
200447,Gastrointestinal complication,SNOMED
200452,Disorder of female genital organs,SNOMED
200562,Traumatic pneumohemothorax without open wound into thorax,SNOMED
200757,Abscess of peritoneum,SNOMED
200762,Autoimmune hepatitis,SNOMED
200765,Chronic cholecystitis,SNOMED
200779,Polyp of corpus uteri,SNOMED
200780,Disorder of uterus,SNOMED
200831,Congenital anomaly of penis,SNOMED
200836,Congenital anomaly of gastrointestinal tract,SNOMED
200837,Congenital anomaly of fixation of intestine,SNOMED
200848,Dribbling of urine,SNOMED
201065,Acute and subacute liver necrosis,SNOMED
253797,Post-inflammatory pulmonary fibrosis,SNOMED
253896,Traumatic pneumothorax without open wound into thorax,SNOMED
253954,Pulmonary tuberculosis,SNOMED
201254,Type 1 diabetes mellitus,SNOMED
201257,Disorder of endocrine ovary,SNOMED
254058,Acute bronchiolitis due to respiratory syncytial virus,SNOMED
201265,Disorder of spleen,SNOMED
254390,Neoplastic pleural effusion,SNOMED
255304,Lung disease with systemic sclerosis,SNOMED
255841,Chronic bronchitis,SNOMED
256448,Chronic asthmatic bronchitis,SNOMED
256723,Pneumonia and influenza,SNOMED
201313,Hypertensive renal disease,SNOMED
201322,Internal hemorrhoids without complication,SNOMED
201337,Disorder of bladder,SNOMED
201344,Intestinovesical fistula,SNOMED
201346,Edema of penis,SNOMED
201353,Irradiation cystitis,SNOMED
201355,Erosion and ectropion of the cervix,SNOMED
201478,Traumatic shock,SNOMED
201527,Neoplasm of uncertain behavior of prostate,SNOMED
201530,Type 2 diabetes mellitus with hyperosmolar coma,SNOMED
257011,Acute upper respiratory infection,SNOMED
257094,Congenital anomaly of lung,SNOMED
257583,Allergic bronchopulmonary aspergillosis,SNOMED
257660,Partial anomalous pulmonary venous connection,SNOMED
258180,Pneumonia due to Gram negative bacteria,SNOMED
258375,Overlapping malignant neoplasm of bronchus and lung,SNOMED
258441,Cholesteatoma of attic,SNOMED
258449,Hemopericardium,SNOMED
258540,Marfan's syndrome,SNOMED
201606,Crohn's disease,SNOMED
201614,Calculus of bile duct with cholecystitis,SNOMED
259153,Pain in throat,SNOMED
194133,Low back pain,SNOMED
194393,Celiac artery compression syndrome,SNOMED
194403,Obstructed diaphragmatic hernia,SNOMED
259848,Chronic rhinitis,SNOMED
259865,Cyst of Bartholin's gland duct,SNOMED
320128,Essential hypertension,SNOMED
260041,Candidiasis of lung,SNOMED
260135,Complete bilateral paralysis of vocal cords,SNOMED
260430,Pneumonia due to Escherichia coli,SNOMED
260434,Acute radiation pneumonitis,SNOMED
194406,Urinary tract obstruction,SNOMED
194408,Hydroureter,SNOMED
320136,Disorder of respiratory system,SNOMED
320347,Nodular lymphoma of lymph nodes of multiple sites,SNOMED
320416,Diseases of mitral and aortic valves,SNOMED
201618,Disorder of intestine,SNOMED
320739,Dissection of aorta,SNOMED
320798,Parapsoriasis,SNOMED
201688,Delay when starting to pass urine,SNOMED
201690,Renal colic,SNOMED
201728,Foreign body in digestive tract,SNOMED
201824,Benign neoplasm of bladder,SNOMED
261599,Vocal cord paralysis,SNOMED
321052,Peripheral vascular disease,SNOMED
321074,"Pre-existing hypertension complicating pregnancy, childbirth and puerperium",SNOMED
321109,Congenital anomaly of coronary artery,SNOMED
321314,Abdominal aortic aneurysm without rupture,SNOMED
321320,Myocardial degeneration,SNOMED
194526,Injury of trunk,SNOMED
321587,Bilateral bundle branch block,SNOMED
321638,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium",SNOMED
321661,Spinal stenosis of thoracic region,SNOMED
321710,Contusion to heart,SNOMED
321876,Disorder of capillaries,SNOMED
194686,Acquired renal cystic disease,SNOMED
194690,Nontraumatic hemoperitoneum,SNOMED
194755,Abdominal tenderness of left lower quadrant,SNOMED
372309,Mononeuritis,SNOMED
372313,Benign exertional headache,SNOMED
372324,Eustachian tube disorder,SNOMED
261880,Atelectasis,SNOMED
312327,Acute myocardial infarction,SNOMED
372448,Loss of consciousness,SNOMED
372599,Severe mixed bipolar I disorder without psychotic features,SNOMED
312349,Venous varices,SNOMED
372604,Movement disorder,SNOMED
372607,Alcohol hallucinosis,SNOMED
312358,Chronic glomerulonephritis,SNOMED
372608,Amnestic disorder,SNOMED
312622,Venous retinal branch occlusion,SNOMED
312728,Congenital tricuspid atresia and stenosis,SNOMED
312902,Benign intracranial hypertension,SNOMED
372610,Postconcussion syndrome,SNOMED
372635,Corneal degeneration,SNOMED
372654,Paralytic syndrome as late effect of stroke,SNOMED
372828,Herpes zoster ophthalmicus,SNOMED
312922,Coronary bypass graft finding,SNOMED
312938,Hypertensive encephalopathy,SNOMED
194984,Disease of liver,SNOMED
312940,Acute-on-chronic respiratory failure,SNOMED
194990,Inflammatory disease of liver,SNOMED
195106,Lung laceration with open wound into thorax,SNOMED
195197,Primary malignant neoplasm of vulva,SNOMED
312950,IgE-mediated allergic asthma,SNOMED
195209,Benign neoplasm of liver and/or biliary ducts,SNOMED
313062,Injury of thoracic aorta,SNOMED
313236,Cough variant asthma,SNOMED
195213,Hyperaldosteronism,SNOMED
195240,Monoplegia of lower limb,SNOMED
195316,Atypical endometrial hyperplasia,SNOMED
372887,Disorder of brain,SNOMED
313502,Benign hypertensive heart disease without congestive heart failure,SNOMED
313543,Venous complication of pregnancy and/or the puerperium,SNOMED
313780,Mobitz type II atrioventricular block,SNOMED
313800,Thrombotic microangiopathy,SNOMED
372903,Retinal edema,SNOMED
372924,Cerebral artery occlusion,SNOMED
373101,Injury of ulnar nerve,SNOMED
373185,Drug-induced dyskinesia,SNOMED
195321,Postmenopausal bleeding,SNOMED
373202,Corneal ulcer,SNOMED
195401,Contusion of hip,SNOMED
195498,Benign neoplasm of kidney,SNOMED
373425,Secondary malignant neoplasm of nervous system,SNOMED
373470,Toxic polyneuropathy,SNOMED
373499,Disorder of eye region,SNOMED
373638,Superficial injury of cornea,SNOMED
373724,Neoplasm of brain,SNOMED
373747,Extrapyramidal disease,SNOMED
373748,Grand mal status,SNOMED
373766,Retinopathy of prematurity,SNOMED
373999,Diabetic oculopathy associated with type 1 diabetes mellitus,SNOMED
374023,Epilepsia partialis continua,SNOMED
374032,Critical illness polyneuropathy,SNOMED
374044,Ptosis of eyelid,SNOMED
374338,Nondiabetic proliferative retinopathy,SNOMED
374341,Huntington's chorea,SNOMED
374347,Blepharoconjunctivitis,SNOMED
374357,Acquired stenosis of nasolacrimal duct,SNOMED
374366,Sensorineural hearing loss,SNOMED
374655,Mastoiditis,SNOMED
374874,Primary malignant neoplasm of eye,SNOMED
374915,Localization-related epilepsy,SNOMED
374922,Idiopathic stabbing headache,SNOMED
374923,Bell's palsy,SNOMED
375077,Neglect of one side of body,SNOMED
375249,Traction detachment of retina,SNOMED
375267,Corneal neovascularization,SNOMED
375275,Hypertropia,SNOMED
375281,Acute suppurative otitis media without spontaneous rupture of ear drum,SNOMED
375527,Headache disorder,SNOMED
375821,Paralytic lagophthalmos,SNOMED
195581,Peritoneal adhesion,SNOMED
376114,Severe nonproliferative diabetic retinopathy,SNOMED
376115,Cystoid macular retinal degeneration,SNOMED
376124,Pinguecula,SNOMED
376387,Spasmodic torticollis,SNOMED
376394,Menstrual migraine,SNOMED
376412,Acute follicular conjunctivitis,SNOMED
376415,Hypermetropia,SNOMED
376537,"Closed fracture of mandible, multiple sites",SNOMED
376680,Generalized non-convulsive epilepsy,SNOMED
201826,Type 2 diabetes mellitus,SNOMED
376690,Cerebral edema,SNOMED
376698,Internuclear ophthalmoplegia,SNOMED
201894,Acute vascular insufficiency of intestine,SNOMED
201901,Abscess of liver,SNOMED
376713,Cerebral hemorrhage,SNOMED
201914,Premenopausal menorrhagia,SNOMED
252942,Asthmatic pulmonary eosinophilia,SNOMED
253790,Pneumonia due to Klebsiella pneumoniae,SNOMED
253815,Ulceration of vulva,SNOMED
376961,Disturbance of consciousness,SNOMED
376981,Amblyopia,SNOMED
195771,Secondary diabetes mellitus,SNOMED
377279,"Profound impairment, one eye",SNOMED
377288,Corneal deposit,SNOMED
377294,Exotropia,SNOMED
377539,Syringomyelia and syringobulbia,SNOMED
377546,Chronic post-traumatic headache,SNOMED
377550,Compression of brain,SNOMED
377560,Internal hordeolum,SNOMED
377566,Palsy of conjugate gaze,SNOMED
377572,Noise effects on inner ear,SNOMED
377573,Central perforation of tympanic membrane,SNOMED
377830,Alcohol withdrawal delirium,SNOMED
377873,Lid lag,SNOMED
378087,Secondary malignant neoplasm of brain and spinal cord,SNOMED
378265,Open fracture of mandible,SNOMED
378298,Mechanical complication due to corneal graft,SNOMED
378413,Partial recent retinal detachment with multiple defects,SNOMED
195851,"Gastric ulcer without hemorrhage, without perforation AND without obstruction",SNOMED
378419,Alzheimer's disease,SNOMED
378425,Blepharitis,SNOMED
378429,Rosacea conjunctivitis,SNOMED
378547,Congenital anomaly of retina,SNOMED
378752,Corneal opacity,SNOMED
378774,Moyamoya disease,SNOMED
379010,Epiretinal membrane,SNOMED
379031,Pain in eye,SNOMED
379812,Exposure keratoconjunctivitis,SNOMED
379953,Open wound of ear without complication,SNOMED
380038,Viral conjunctivitis,SNOMED
380093,Episodic cluster headache,SNOMED
380096,Proliferative retinopathy with diabetes mellitus,SNOMED
380109,Exophoria,SNOMED
380394,Idiopathic progressive polyneuropathy,SNOMED
380395,Retinal dystrophy,SNOMED
195873,Leukorrhea,SNOMED
380513,Congenital cataract,SNOMED
380575,Ocular laceration without intraocular prolapse,SNOMED
254061,Pleural effusion,SNOMED
380702,Cerebral cyst,SNOMED
195901,Osteomyelitis of pelvic region,SNOMED
195906,Disorder of lumbar spine,SNOMED
254320,Cystic fibrosis of the lung,SNOMED
380733,Otalgia,SNOMED
381001,Subjective visual disturbance,SNOMED
195926,Slowing of urinary stream,SNOMED
381028,Acute suppurative otitis media with spontaneous rupture of ear drum,SNOMED
381033,Aphakia,SNOMED
381135,Brief loss of consciousness,SNOMED
196044,Primary malignant neoplasm of stomach,SNOMED
196048,Primary malignant neoplasm of vagina,SNOMED
381281,Degenerative progressive high myopia,SNOMED
381282,Retinoschisis,SNOMED
381292,Chronic allergic conjunctivitis,SNOMED
381295,Age-related cataract,SNOMED
381297,Xanthoma of eyelid,SNOMED
196061,Benign neoplasm of stomach,SNOMED
196259,Injury of gastrointestinal tract without open wound into abdominal cavity,SNOMED
381299,Swelling of structure of eye,SNOMED
381548,Monoplegia,SNOMED
381575,Disorder of external ear,SNOMED
381686,Persistent vegetative state,SNOMED
196431,Hypersensitivity angiitis,SNOMED
382014,Injury of facial nerve,SNOMED
432248,Opportunistic mycosis,SNOMED
196433,Aneurysm of iliac artery,SNOMED
196444,Angiodysplasia of intestine,SNOMED
196528,Hypospadias,SNOMED
196559,Peritoneum injury with open wound into cavity,SNOMED
196613,Neuroma of amputation stump,SNOMED
313878,Respiratory symptom,SNOMED
313928,Peripheral vascular complication,SNOMED
254514,Contusion of lung without open wound into thorax,SNOMED
196625,Viral hepatitis A without hepatic coma,SNOMED
196735,Acute pyelonephritis without medullary necrosis,SNOMED
196758,Tumor of body of uterus affecting pregnancy,SNOMED
196858,Late effect of fracture of neck of femur,SNOMED
196895,Viral gastroenteritis due to Norwalk-like agent,SNOMED
196931,Neoplasm of digestive tract,SNOMED
255302,Spontaneous pneumothorax,SNOMED
432250,Disorder due to infection,SNOMED
432296,Coagulation factor deficiency syndrome,SNOMED
432311,Angle-closure glaucoma - borderline,SNOMED
432345,Hypertrophy of tongue papillae,SNOMED
432347,Chronic disease of tonsils AND/OR adenoids,SNOMED
432386,Oligohydramnios with antenatal problem,SNOMED
314059,Right bundle branch block,SNOMED
432411,Acquired equinus deformity of foot,SNOMED
432431,Discordant ventriculoarterial connection,SNOMED
432522,Transfusion reaction due to serum protein reaction,SNOMED
432561,Latent syphilis with positive serology,SNOMED
314090,Mild pre-eclampsia,SNOMED
314383,Myocarditis,SNOMED
197023,Bilateral inguinal hernia,SNOMED
197034,Intussusception of intestine,SNOMED
432582,Neoplastic disease of uncertain behavior,SNOMED
314426,Congenital cardiovascular disorder during pregnancy - baby not yet delivered,SNOMED
432595,Amyloidosis,SNOMED
432596,Immune defect,SNOMED
432612,Mild intellectual disability,SNOMED
432621,Purulent endophthalmitis,SNOMED
432660,Dentofacial anomaly,SNOMED
432695,Post-term pregnancy,SNOMED
432725,Congenital anomaly of integument,SNOMED
197044,Female infertility associated with anovulation,SNOMED
432739,Red blood cell disorder,SNOMED
432747,Open fracture of lower end of radius AND ulna,SNOMED
197087,Vascular hamartomas,SNOMED
432798,"Mechanical complication of internal orthopedic device, implant AND/OR graft",SNOMED
256439,Allergic rhinitis due to pollen,SNOMED
314962,Raynaud's disease,SNOMED
432872,Classical phenylketonuria,SNOMED
315116,Injury of carotid artery,SNOMED
432876,Bipolar I disorder,SNOMED
432882,Methemoglobinemia,SNOMED
432899,Normal pressure hydrocephalus,SNOMED
432933,Aneurysm of artery of lower extremity,SNOMED
315288,Dissecting aneurysm of artery,SNOMED
315293,Acute idiopathic pericarditis,SNOMED
315586,Priapism,SNOMED
432975,Trauma to perineum and/or vulva during delivery,SNOMED
433015,Congenital anomaly of aortic arch,SNOMED
433038,Closed fracture of ramus of mandible,SNOMED
315763,"Hodgkin's disease, nodular sclerosis of lymph nodes of multiple sites",SNOMED
315830,Prinzmetal angina,SNOMED
433071,Contusion of multiple sites,SNOMED
433083,Poisoning by opiate AND/OR related narcotic,SNOMED
433128,Complication,SNOMED
433143,Primary malignant neoplasm of appendix,SNOMED
433171,Selective immunoglobulin A deficiency,SNOMED
433187,Cyclitis,SNOMED
433257,Mesangiocapillary glomerulonephritis,SNOMED
433266,Infective/parasitic disease in preg/childbirth/puerperium,SNOMED
433333,Open fracture of shaft of ulna,SNOMED
433455,Sleep related bruxism,SNOMED
256449,Bronchiectasis,SNOMED
197230,Malignant neoplasm of uterus,SNOMED
433456,Acute pain,SNOMED
433458,"Combined drug dependence, excluding opioid, in remission",SNOMED
433585,Klippel-Feil sequence,SNOMED
433600,"Problem, abnormal test",SNOMED
433642,Injury of median nerve,SNOMED
433701,Mycosis,SNOMED
433709,Primary malignant neoplasm of tonsillar fossa,SNOMED
433735,Acute alcoholic intoxication in alcoholism,SNOMED
433752,Impulse control disorder,SNOMED
256451,Bronchitis,SNOMED
433813,Bladder neck obstruction,SNOMED
433823,"Infectious disease in mother complicating pregnancy, childbirth AND/OR puerperium",SNOMED
256633,Primary malignant neoplasm of base of tongue,SNOMED
256722,Bronchopneumonia,SNOMED
433864,"Gestation period, 31 weeks",SNOMED
433887,Open supracondylar fracture of femur,SNOMED
433915,Burn of thigh,SNOMED
433996,Catatonic schizophrenia,SNOMED
434002,Mineral deficiency,SNOMED
434016,"Nondependent opioid abuse, continuous",SNOMED
434019,"Nondependent cannabis abuse, continuous",SNOMED
434033,Chorioretinitis,SNOMED
434084,Abscess of vulva,SNOMED
434105,Maternal pyrexia during labor,SNOMED
434110,Grand multiparity - delivered,SNOMED
434143,Anophthalmos,SNOMED
434146,Common ventricle,SNOMED
434172,Insomnia with sleep apnea,SNOMED
434272,Varicella,SNOMED
434298,Secondary malignant neoplasm of lymph nodes of upper limb,SNOMED
315831,Chronic pulmonary heart disease,SNOMED
434319,Premature ejaculation,SNOMED
315922,Patent ductus arteriosus,SNOMED
316226,Complete transposition of great vessels,SNOMED
316457,Mallory-Weiss syndrome,SNOMED
316501,Vascular disease of the skin,SNOMED
434327,Cannabis abuse,SNOMED
434374,Anisocoria,SNOMED
434376,Acute myocardial infarction of anterior wall,SNOMED
434431,Prolonged second stage - delivered,SNOMED
434462,Ventricular septal defect,SNOMED
316814,Hyperventilation,SNOMED
434484,"Gestation period, 30 weeks",SNOMED
434553,Androgen adverse reaction,SNOMED
434584,Kaposi's sarcoma,SNOMED
434615,Cystic fibrosis without meconium ileus,SNOMED
434626,Borderline personality disorder,SNOMED
434633,Disorder of autonomic nervous system,SNOMED
434657,Weakness of face muscles,SNOMED
434675,Complication of gastrostomy,SNOMED
434769,Flail chest,SNOMED
434810,Burn of genitalia,SNOMED
434887,Disorders of bilirubin excretion,SNOMED
435018,Twin pregnancy - delivered,SNOMED
435100,Open fracture of tibia AND fibula,SNOMED
435119,Late effect of injury,SNOMED
435127,Late effect of intracranial injury without skull fracture,SNOMED
435220,Severe recurrent major depression without psychotic features,SNOMED
435226,"Bipolar affective disorder, current episode mixed",SNOMED
435242,Cerebellar ataxia,SNOMED
435262,Primary open angle glaucoma,SNOMED
435308,Acute glomerulonephritis,SNOMED
435367,Closed subcondylar fracture of mandible,SNOMED
435374,Closed fracture of distal end of ulna,SNOMED
316822,Heart murmur,SNOMED
435463,Herpesvirus infection,SNOMED
435506,Benign neoplastic disease,SNOMED
435511,Hypercalcemia,SNOMED
435516,Lipoprotein deficiency disorder,SNOMED
317302,Sinus node dysfunction,SNOMED
317305,Stricture of artery,SNOMED
317309,Peripheral arterial occlusive disease,SNOMED
317898,Malignant essential hypertension,SNOMED
318137,Phlebitis and thrombophlebitis of intracranial sinuses,SNOMED
318443,Arteriosclerotic vascular disease,SNOMED
435517,Acidosis,SNOMED
318448,Second degree atrioventricular block,SNOMED
435534,"Nondependent alcohol abuse, continuous",SNOMED
435535,Aggressive type unsocialized behavior disorder,SNOMED
435655,"Gestation period, 39 weeks",SNOMED
435666,Closed fracture of upper end of tibia,SNOMED
257007,Allergic rhinitis,SNOMED
257008,Parapharyngeal abscess,SNOMED
435726,Mechanical complication of device,SNOMED
435781,Vitamin K deficiency,SNOMED
435792,Drug-induced sleep disorder,SNOMED
435796,Dehydration,SNOMED
435866,Retrograde ejaculation,SNOMED
435875,"Complication of pregnancy, childbirth and/or the puerperium",SNOMED
435912,Endocardial cushion defect,SNOMED
435959,Subarachnoid hemorrhage following injury without open intracranial wound,SNOMED
435979,Late effect of open wound of extremities without tendon injury,SNOMED
435993,Foreign body in conjunctival sac,SNOMED
436020,Actinomycotic infection,SNOMED
436027,Coxsackie virus disease,SNOMED
436079,Drug-induced mood disorder,SNOMED
436081,Immunosecretory disorder,SNOMED
436090,Staphylococcal meningitis,SNOMED
257012,Chronic sinusitis,SNOMED
258084,Malignant neoplasm of bones of skull and face,SNOMED
258564,Perinatal interstitial emphysema,SNOMED
258785,Pneumococcal pneumonia,SNOMED
258787,Spontaneous tension pneumothorax,SNOMED
258919,"Third degree burn of face, head AND/OR neck",SNOMED
259992,Ventilator associated pneumonia,SNOMED
197320,Acute renal failure syndrome,SNOMED
197344,Cesarean wound disruption,SNOMED
260123,Acute sinusitis,SNOMED
260125,Acute bronchiolitis,SNOMED
436096,Chronic pain,SNOMED
436098,Nondependent cocaine abuse in remission,SNOMED
436100,Narcolepsy,SNOMED
436145,Pneumonia due to respiratory syncytial virus,SNOMED
436166,Mild hyperemesis gravidarum,SNOMED
436176,Miscarriage without complication,SNOMED
260131,Disorder of bronchus,SNOMED
436222,Altered mental status,SNOMED
436249,Closed fracture of femoral condyle of femur,SNOMED
436251,Closed fracture of proximal end of ulna,SNOMED
436256,Open fracture of metatarsal bone,SNOMED
260139,Acute bronchitis,SNOMED
261071,Glomerulosclerosis,SNOMED
261255,Benign neoplasm of bronchus and lung,SNOMED
261324,Pneumonia due to Streptococcus,SNOMED
261326,Viral pneumonia,SNOMED
436375,Hypovolemia,SNOMED
436389,Cocaine dependence,SNOMED
436391,Primary cerebellar degeneration,SNOMED
436397,Intraoperative floppy iris syndrome,SNOMED
261600,Acute pulmonary edema,SNOMED
261889,Simple chronic bronchitis,SNOMED
197672,Urinary incontinence,SNOMED
436421,"Mixed conductive and sensorineural hearing loss, bilateral",SNOMED
436477,Abnormal products of conception,SNOMED
436480,Dystrophy of vulva,SNOMED
436585,Toxic effect of ethyl alcohol,SNOMED
436635,Primary malignant neoplasm of sigmoid colon,SNOMED
436658,Vitamin deficiency,SNOMED
197810,Malignant neoplasm of uterine adnexa,SNOMED
436665,Bipolar disorder,SNOMED
436666,Psychosexual disorder,SNOMED
436673,Chronic residual schizophrenia,SNOMED
436675,Anorexia nervosa,SNOMED
436681,Insomnia disorder related to known organic factor,SNOMED
197916,Obstructed hernia of anterior abdominal wall,SNOMED
436700,Exophthalmos,SNOMED
436740,Cervical incompetence,SNOMED
197921,Renal osteodystrophy,SNOMED
436855,Second degree burn of back of hand,SNOMED
436873,Second degree burn of ankle,SNOMED
436940,Metabolic syndrome X,SNOMED
436996,Thoracoabdominal aortic aneurysm,SNOMED
437141,Late effect of injury to peripheral nerve of shoulder girdle AND/OR upper limb,SNOMED
437241,Qualitative platelet disorder,SNOMED
437245,Hallucinogen abuse,SNOMED
437267,Peripheral retinal degeneration,SNOMED
437295,Abnormal pupillary function,SNOMED
437308,Basilar artery occlusion,SNOMED
197938,Uterine inertia,SNOMED
437312,Bleeding,SNOMED
437369,Postmature infancy,SNOMED
437385,Intracranial injury with loss of consciousness,SNOMED
437400,Closed fracture of shaft of ulna,SNOMED
437401,"Open fracture of tibia and fibula, shaft",SNOMED
437402,Closed fracture of sixth cervical vertebra,SNOMED
437406,Closed traumatic dislocation of joint of wrist,SNOMED
437461,Disorder of prosthetic cardiac valve,SNOMED
437470,Benzodiazepine sedative adverse reaction,SNOMED
437489,Herpes zoster with complication,SNOMED
437521,Familial hyperchylomicronemia,SNOMED
437584,Ataxia,SNOMED
437623,Polyhydramnios,SNOMED
437655,Undescended testicle,SNOMED
437688,Abnormal findings on antenatal screening of mother,SNOMED
437700,Sprain ulnar collateral ligament,SNOMED
437703,Closed fracture of intracapsular section of femur,SNOMED
437828,Disorder of calcium metabolism,SNOMED
437838,"Cannabis dependence, episodic",SNOMED
437854,Cataplexy and narcolepsy,SNOMED
437894,Ventricular fibrillation,SNOMED
437947,Complication of obstetrical surgical wound,SNOMED
437954,Derangement of lateral meniscus,SNOMED
437993,Closed fracture of cervical spine,SNOMED
437995,Closed ill-defined fractures of upper limb,SNOMED
438021,Late effect of fracture of upper extremities,SNOMED
438067,Malaria,SNOMED
197950,Cellulitis and abscess of trunk,SNOMED
197981,Abdominal tenderness,SNOMED
438120,Opioid dependence,SNOMED
438134,Hypersomnia,SNOMED
438220,Precipitate labor - delivered,SNOMED
438306,Poisoning by psychodysleptic,SNOMED
438350,Pneumocystosis,SNOMED
438383,Essential thrombocythemia,SNOMED
198062,"Infectious colitis, enteritis and gastroenteritis",SNOMED
438398,Leukocytosis,SNOMED
438409,Attention deficit hyperactivity disorder,SNOMED
438469,"Duodenal ulcer without hemorrhage, without perforation AND without obstruction",SNOMED
438490,Severe pre-eclampsia - delivered,SNOMED
438595,Subdural hemorrhage following injury without open intracranial wound AND with no loss of consciousness,SNOMED
438698,"Malignant lymphoma of lymph nodes of head, face AND/OR neck",SNOMED
438699,Primary malignant neoplasm of rectosigmoid junction,SNOMED
438701,Disseminated malignancy of unknown primary,SNOMED
438719,Active rickets,SNOMED
438721,Disorder of mineral metabolism,SNOMED
438730,Alkalosis,SNOMED
438748,Paving stone retinal degeneration,SNOMED
438791,Pulmonary congestion and hypostasis,SNOMED
438808,Mammary duct ectasia,SNOMED
438837,Boutonnière deformity,SNOMED
438873,Closed fracture of base of skull with intracranial hemorrhage,SNOMED
438945,Accidental poisoning by benzodiazepine-based tranquilizer,SNOMED
438990,Benign neuroendocrine tumor,SNOMED
439001,Severe mixed bipolar I disorder with psychotic features,SNOMED
439005,Chronic alcoholism in remission,SNOMED
439007,REM sleep behavior disorder,SNOMED
439025,Dacryocystitis,SNOMED
439152,"Fracture of malar or maxillary bones, open",SNOMED
439190,Injury of internal carotid artery,SNOMED
439191,"Late effect of poisoning due to drug, medicinal AND/OR biological substance",SNOMED
439233,Poisoning by antidiabetic agent,SNOMED
439276,Uncomplicated arteriosclerotic dementia,SNOMED
198194,Female genital organ symptoms,SNOMED
439297,Nuclear senile cataract,SNOMED
198197,Male infertility,SNOMED
439392,Primary malignant neoplasm,SNOMED
198199,Pyelonephritis,SNOMED
