drug_concept_id,concept_name,vocabulary_id
1152772,Cromolyn Sodium 20 MG/ML Oral Solution,RxNorm
1153013,Promethazine,RxNorm
1153428,fexofenadine,RxNorm
1154029,Fentanyl,RxNorm
1154030,72 HR Fentanyl 0.075 MG/HR Transdermal System,RxNorm
1154062,72 HR Fentanyl 0.025 MG/HR Transdermal System,RxNorm
1154063,72 HR Fentanyl 0.05 MG/HR Transdermal System,RxNorm
1154064,72 HR Fentanyl 0.1 MG/HR Transdermal System,RxNorm
1154077,rizatriptan,RxNorm
1154080,rizatriptan 10 MG Disintegrating Oral Tablet,RxNorm
1154081,rizatriptan 5 MG Disintegrating Oral Tablet,RxNorm
1154161,montelukast,RxNorm
1154195,montelukast 5 MG Chewable Tablet,RxNorm
1154332,Pseudoephedrine,RxNorm
1154343,Albuterol,RxNorm
1154349,Albuterol 2 MG Oral Tablet,RxNorm
1154380,Albuterol 5 MG/ML Inhalation Solution,RxNorm
1154535,Albuterol 0.417 MG/ML Inhalation Solution,RxNorm
1154536,Albuterol 0.21 MG/ML Inhalation Solution,RxNorm
1154617,80 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler,RxNorm
1154660,200 ACTUAT Albuterol 0.09 MG/ACTUAT / Ipratropium Bromide 0.018 MG/ACTUAT Metered Dose Inhaler,RxNorm
1156130,Guaifenesin 1200 MG / Pseudoephedrine 120 MG Extended Release Oral Tablet,RxNorm
1163944,Guaifenesin,RxNorm
1165632,12 HR Guaifenesin 600 MG Extended Release Oral Tablet,RxNorm
1167322,Allopurinol,RxNorm
1167323,Allopurinol 100 MG Oral Tablet,RxNorm
1174888,Hydrocodone,RxNorm
1177480,Ibuprofen,RxNorm
1178663,Indomethacin,RxNorm
1178665,Indomethacin 25 MG Oral Capsule,RxNorm
1178666,Indomethacin 50 MG Oral Capsule,RxNorm
1185922,Ketoprofen,RxNorm
1186087,abatacept,RxNorm
1189459,frovatriptan 2.5 MG Oral Tablet,RxNorm
1189697,eletriptan,RxNorm
1189698,eletriptan 20 MG Oral Tablet,RxNorm
1189699,eletriptan 40 MG Oral Tablet,RxNorm
1192218,Levalbuterol,RxNorm
1192710,Chlorpheniramine,RxNorm
1195492,Etodolac,RxNorm
1195496,Etodolac 200 MG Oral Capsule,RxNorm
1195497,Etodolac 300 MG Oral Capsule,RxNorm
1195498,Etodolac 400 MG Oral Tablet,RxNorm
1196520,200 ACTUAT flunisolide 0.029 MG/ACTUAT Nasal Inhaler,RxNorm
1196677,formoterol,RxNorm
1201620,Codeine,RxNorm
1236607,Sulindac,RxNorm
1236610,Sulindac 200 MG Oral Tablet,RxNorm
1237049,Theophylline,RxNorm
1300978,Megestrol,RxNorm
1301025,Enoxaparin,RxNorm
1301065,Dalteparin,RxNorm
1301125,Epoetin Alfa,RxNorm
1301152,Melatonin,RxNorm
1301153,Melatonin 2.5 MG Oral Capsule,RxNorm
1301154,Melatonin 3 MG Oral Tablet,RxNorm
1301156,Melatonin 1 MG Oral Tablet,RxNorm
1301157,Melatonin 3 MG Oral Capsule,RxNorm
1301158,Melatonin 5 MG Oral Capsule,RxNorm
1301159,Melatonin 1 MG Oral Capsule,RxNorm
1301197,Melatonin 5 MG Oral Tablet,RxNorm
1301199,Melatonin 10 MG Oral Capsule,RxNorm
1303425,Tranexamic Acid,RxNorm
1304107,imatinib,RxNorm
1304277,Milk thistle extract,RxNorm
1304643,darbepoetin alfa,RxNorm
1304850,Filgrastim,RxNorm
1305058,Methotrexate,RxNorm
1305124,Methotrexate 25 MG/ML Injectable Solution,RxNorm
1305637,Methylergonovine,RxNorm
1306837,Ubiquinone,RxNorm
1306839,Ubiquinone 200 MG Oral Capsule,RxNorm
1307046,Metoprolol,RxNorm
1307213,Ginger extract,RxNorm
1307310,Cinnamon Preparation,RxNorm
1307542,Mexiletine,RxNorm
1307863,Verapamil,RxNorm
1308216,Lisinopril,RxNorm
1308221,Lisinopril 40 MG Oral Tablet,RxNorm
1308250,Lisinopril 2.5 MG Oral Tablet,RxNorm
1308251,Lisinopril 5 MG Oral Tablet,RxNorm
1308368,Midodrine,RxNorm
1308738,Vitamin B 12,RxNorm
1308762,Vitamin B 12 2.5 MG Sublingual Tablet,RxNorm
1308763,Vitamin B 12 5 MG Sublingual Tablet,RxNorm
1308764,Vitamin B 12 0.5 MG Oral Lozenge,RxNorm
1308796,Vitamin B 12 1 MG Extended Release Oral Tablet,RxNorm
1308799,Vitamin B 12 1 MG Sublingual Tablet,RxNorm
1308837,Vitamin B 12 1 MG Oral Capsule,RxNorm
1308842,valsartan,RxNorm
1308851,valsartan 80 MG Oral Tablet,RxNorm
1308874,valsartan 40 MG Oral Tablet,RxNorm
1308972,Vitamin B 12 0.5 MG Oral Tablet,RxNorm
1309068,Minoxidil,RxNorm
1309098,Minoxidil 20 MG/ML Topical Solution,RxNorm
1309126,Minoxidil 50 MG/ML Topical Foam,RxNorm
1309363,Vitamin B 12 0.5 MG Sublingual Tablet,RxNorm
1309799,eplerenone,RxNorm
1309800,eplerenone 25 MG Oral Tablet,RxNorm
1309944,Amiodarone,RxNorm
1309992,Amiodarone hydrochloride 200 MG Oral Tablet,RxNorm
1310149,Warfarin,RxNorm
1310317,Cyclophosphamide,RxNorm
1310353,Lutein,RxNorm
1310354,Lutein 6 MG Oral Capsule,RxNorm
1310359,Lutein 20 MG Oral Capsule,RxNorm
1310360,Lutein 20 MG Oral Tablet,RxNorm
1311276,vardenafil,RxNorm
1311278,vardenafil 10 MG Oral Tablet,RxNorm
1312007,prasterone,RxNorm
1312008,prasterone 25 MG Oral Capsule,RxNorm
1312009,prasterone 25 MG Oral Tablet,RxNorm
1312743,Olmesartan medoxomil 5 MG Oral Tablet,RxNorm
1313200,Nadolol,RxNorm
1314002,Atenolol,RxNorm
1314006,Atenolol 100 MG Oral Tablet,RxNorm
1314008,Atenolol 50 MG Oral Tablet,RxNorm
1314273,rituximab,RxNorm
1314577,nebivolol,RxNorm
1314581,nebivolol 10 MG Oral Tablet,RxNorm
1314614,nebivolol 2.5 MG Oral Tablet,RxNorm
1314955,Bilberry extract,RxNorm
1315027,Cranberry preparation,RxNorm
1315054,Cranberry preparation 1000 MG Oral Capsule,RxNorm
1315087,Cranberry preparation 307 MG Oral Tablet,RxNorm
1315342,Flaxseed extract,RxNorm
1315376,Aloe vera preparation,RxNorm
1315865,fondaparinux,RxNorm
1315946,letrozole,RxNorm
1316262,sildenafil,RxNorm
1316268,sildenafil 25 MG Oral Tablet,RxNorm
1316269,sildenafil 100 MG Oral Tablet,RxNorm
1317640,telmisartan,RxNorm
1317675,telmisartan 20 MG Oral Tablet,RxNorm
1318853,Nifedipine,RxNorm
1319133,Nimodipine,RxNorm
1321636,bosentan,RxNorm
1322184,clopidogrel,RxNorm
1325363,erlotinib,RxNorm
1326303,Digoxin,RxNorm
1326349,Digoxin 0.0625 MG Oral Tablet,RxNorm
1327256,Treprostinil,RxNorm
1328165,Diltiazem,RxNorm
1328689,Diltiazem Hydrochloride 30 MG Oral Tablet,RxNorm
1330150,allyl sulfide 1000 MG Oral Capsule,RxNorm
1331235,quinapril,RxNorm
1331247,Pentoxifylline,RxNorm
1332418,Amlodipine,RxNorm
1332419,Amlodipine 5 MG Oral Tablet,RxNorm
1332495,Amlodipine 2.5 MG / atorvastatin 10 MG Oral Tablet,RxNorm
1332500,Amlodipine 10 MG / atorvastatin 10 MG Oral Tablet,RxNorm
1334456,Ramipril,RxNorm
1334459,Ramipril 2.5 MG Oral Capsule,RxNorm
1334460,Ramipril 5 MG Oral Capsule,RxNorm
1334494,Ramipril 10 MG Oral Capsule,RxNorm
1334535,Ramipril 1.25 MG Oral Capsule,RxNorm
1335471,benazepril,RxNorm
1336539,sunitinib,RxNorm
1336926,tadalafil,RxNorm
1336975,tadalafil 10 MG Oral Tablet,RxNorm
1337068,ambrisentan,RxNorm
1337107,ranolazine,RxNorm
1337111,12 HR ranolazine 500 MG Extended Release Oral Tablet,RxNorm
1337620,capecitabine,RxNorm
1337720,Dobutamine,RxNorm
1338005,Bisoprolol,RxNorm
1340128,Captopril,RxNorm
1341149,temozolomide,RxNorm
1341238,Terazosin,RxNorm
1341268,Terazosin 1 MG Oral Capsule,RxNorm
1341270,Terazosin 2 MG Oral Capsule,RxNorm
1341302,Terazosin 5 MG Oral Capsule,RxNorm
1341927,Enalapril,RxNorm
1343916,Epinephrine,RxNorm
1344243,0.3 ML Epinephrine 1 MG/ML Auto-Injector,RxNorm
1344381,bicalutamide,RxNorm
1344403,bicalutamide 50 MG Oral Tablet,RxNorm
1344965,Guanfacine,RxNorm
1344966,Guanfacine 1 MG Oral Tablet,RxNorm
1346823,carvedilol,RxNorm
1346990,carvedilol 3.125 MG Oral Tablet,RxNorm
1347384,irbesartan,RxNorm
1348265,anastrozole,RxNorm
1350310,cilostazol,RxNorm
1350311,cilostazol 100 MG Oral Tablet,RxNorm
1350489,Prazosin,RxNorm
1350490,Prazosin 5 MG Oral Capsule,RxNorm
1350521,Prazosin 1 MG Oral Capsule,RxNorm
1350552,Prazosin 2 MG Oral Capsule,RxNorm
1351116,coenzyme Q10 10 MG Oral Capsule,RxNorm
1351120,coenzyme Q10 30 MG Oral Capsule,RxNorm
1351144,coenzyme Q10 50 MG Oral Capsule,RxNorm
1351153,coenzyme Q10 100 MG Oral Capsule,RxNorm
1351215,coenzyme Q10 100 MG Oral Tablet,RxNorm
1351541,Leuprolide,RxNorm
1351557,candesartan,RxNorm
1351583,candesartan cilexetil 16 MG Oral Tablet,RxNorm
1351587,candesartan cilexetil 32 MG Oral Tablet,RxNorm
1351622,Leuprolide Acetate 5 MG/ML Injectable Solution,RxNorm
1351624,Leuprolide Acetate 3.75 MG/ML Injectable Suspension,RxNorm
1353231,Vitamin B6 100 MG Oral Tablet,RxNorm
1353256,Propafenone,RxNorm
1353263,Vitamin B6 200 MG Oral Tablet,RxNorm
1353265,Vitamin B6 25 MG Oral Tablet,RxNorm
1353578,Vitamin B6 50 MG Oral Tablet,RxNorm
1353766,Propranolol,RxNorm
1353776,Felodipine,RxNorm
1354860,Flecainide,RxNorm
1358436,dasatinib,RxNorm
1360332,Glucosamine,RxNorm
1360333,Glucosamine Sulfate 500 MG Oral Tablet,RxNorm
1360409,Glucosamine 750 MG Oral Tablet,RxNorm
1360436,Glucosamine hydrochloride 1500 MG Oral Tablet,RxNorm
1360891,Spirulina 500 MG Oral Tablet,RxNorm
1361711,Nitroglycerin,RxNorm
1361859,Nitroglycerin 0.02 MG/MG Topical Ointment,RxNorm
1362360,24 HR Nitroglycerin 0.2 MG/HR Transdermal System,RxNorm
1362392,24 HR Nitroglycerin 0.4 MG/HR Transdermal System,RxNorm
1362979,dofetilide,RxNorm
1363053,Doxazosin,RxNorm
1363057,Doxazosin 1 MG Oral Tablet,RxNorm
1363058,Doxazosin 2 MG Oral Tablet,RxNorm
1363059,Doxazosin 4 MG Oral Tablet,RxNorm
1363060,Doxazosin 8 MG Oral Tablet,RxNorm
1363387,sorafenib,RxNorm
1363516,5-Hydroxytryptophan,RxNorm
1363520,5-Hydroxytryptophan 50 MG Oral Capsule,RxNorm
1363749,Fosinopril,RxNorm
1367500,Losartan,RxNorm
1369939,6-Aminocaproic Acid,RxNorm
1370109,Sotalol,RxNorm
1373928,Hydralazine,RxNorm
1377141,hydroxyurea,RxNorm
1377163,hydroxyurea 500 MG Oral Capsule,RxNorm
1377898,Iron polysaccharide,RxNorm
1383850,24 HR Isosorbide Mononitrate 120 MG Extended Release Oral Tablet,RxNorm
1383869,24 HR Isosorbide Mononitrate 60 MG Extended Release Oral Tablet,RxNorm
1383925,Isosorbide Dinitrate,RxNorm
1383930,Isosorbide Dinitrate 30 MG Oral Tablet,RxNorm
1386957,Labetalol,RxNorm
1387452,Folic Acid 0.8 MG Oral Tablet,RxNorm
1387513,Folic Acid 0.8 MG Oral Capsule,RxNorm
1388796,Leucovorin,RxNorm
1388800,Leucovorin 5 MG Oral Tablet,RxNorm
1389112,Echinacea Preparation,RxNorm
1389172,Echinacea Preparation 80 MG Oral Capsule,RxNorm
1389780,methylsulfonylmethane,RxNorm
1389781,methylsulfonylmethane 1000 MG Oral Capsule,RxNorm
1389834,Chondroitin Sulfates 400 MG / Glucosamine 500 MG / methylsulfonylmethane 125 MG Oral Tablet,RxNorm
1389885,red yeast rice,RxNorm
1389886,red yeast rice 600 MG Oral Capsule,RxNorm
1391307,Saw palmetto extract,RxNorm
1391309,Saw palmetto extract 80 MG Oral Capsule,RxNorm
1391334,Saw palmetto extract 450 MG Oral Capsule,RxNorm
1391367,Saw palmetto extract 400 MG Oral Capsule,RxNorm
1391651,Black Cohosh Extract 40 MG Oral Capsule,RxNorm
1391889,Ginkgo biloba extract,RxNorm
1391913,Ginkgo biloba extract 40 MG Oral Tablet,RxNorm
1395058,Chlorthalidone,RxNorm
1395073,Chlorthalidone 25 MG Oral Tablet,RxNorm
1395598,Chondroitin Sulfates 400 MG Oral Capsule,RxNorm
1395619,Chondroitin Sulfates 400 MG / Glucosamine hydrochloride 500 MG Oral Tablet,RxNorm
1396012,ferrous gluconate,RxNorm
1396016,ferrous gluconate 325 MG Oral Tablet,RxNorm
1396131,ferrous sulfate,RxNorm
1396256,ferrous sulfate 75 MG/ML Oral Solution,RxNorm
1397059,valerian root extract,RxNorm
1397076,valerian root extract 100 MG Oral Capsule,RxNorm
1397152,bevacizumab 25 MG/ML Injectable Solution,RxNorm
1398039,ST. JOHN'S WORT EXTRACT,RxNorm
1398399,exemestane,RxNorm
1398937,Clonidine,RxNorm
1400501,Ascorbic Acid 250 MG / Iron Carbonyl 100 MG Oral Tablet,RxNorm
1401437,Garlic preparation,RxNorm
1401441,Garlic preparation 2 MG Oral Capsule,RxNorm
1436650,mercaptopurine,RxNorm
1436651,mercaptopurine 50 MG Oral Tablet,RxNorm
1436678,Tamoxifen,RxNorm
1436683,Tamoxifen 20 MG Oral Tablet,RxNorm
1500211,Medroxyprogesterone,RxNorm
1501309,thyroid (USP),RxNorm
1501429,thyroid (USP) 32 MG Oral Tablet,RxNorm
1501492,thyroid (USP) 30 MG Oral Tablet,RxNorm
1501496,thyroid (USP) 60 MG Oral Tablet,RxNorm
1501498,thyroid (USP) 90 MG Oral Tablet,RxNorm
1501500,thyroid (USP) 65 MG Oral Tablet,RxNorm
1501501,thyroid (USP) 15 MG Oral Tablet,RxNorm
1501608,thyroid (USP) 32.5 MG Oral Tablet,RxNorm
1501617,Colestipol,RxNorm
1501667,thyroid (USP) 16.25 MG Oral Tablet,RxNorm
1501700,levothyroxine,RxNorm
1502905,Insulin Glargine,RxNorm
1503297,Metformin,RxNorm
1504620,Methimazole,RxNorm
1504621,Methimazole 10 MG Oral Tablet,RxNorm
1504672,Methimazole 5 MG Oral Tablet,RxNorm
1505346,liothyronine,RxNorm
1506270,Methylprednisolone,RxNorm
1506426,Methylprednisolone 4 MG Oral Tablet,RxNorm
1510813,rosuvastatin,RxNorm
1512480,Ibandronate,RxNorm
1513103,Raloxifene,RxNorm
1513105,Raloxifene 60 MG Oral Tablet,RxNorm
1516800,Risedronate,RxNorm
1516976,insulin detemir,RxNorm
1516980,3 ML insulin detemir 100 UNT/ML Pen Injector,RxNorm
1517070,desmopressin,RxNorm
1517147,Desmopressin Acetate 0.1 MG Oral Tablet,RxNorm
1517740,paricalcitol,RxNorm
1517824,Niacin,RxNorm
1517827,Niacin 100 MG Oral Tablet,RxNorm
1517983,Niacin 125 MG Extended Release Oral Capsule,RxNorm
1518148,colesevelam,RxNorm
1518199,Ethinyl Estradiol 0.000833 MG/HR / norelgestromin 0.00625 MG/HR Weekly Transdermal Patch,RxNorm
1518254,Dexamethasone,RxNorm
1518258,Dexamethasone 0.5 MG Oral Tablet,RxNorm
1518259,Dexamethasone 1 MG Oral Tablet,RxNorm
1518261,Dexamethasone 2 MG Oral Tablet,RxNorm
1518292,Dexamethasone 4 MG Oral Tablet,RxNorm
1519936,Etonogestrel,RxNorm
1519937,Etonogestrel 68 MG Drug Implant,RxNorm
1521369,Norethindrone,RxNorm
1521987,Teriparatide,RxNorm
1522957,Octreotide,RxNorm
1524674,zoledronic acid,RxNorm
1524675,5 ML zoledronic acid 0.8 MG/ML Injection,RxNorm
1525215,pioglitazone,RxNorm
1525220,pioglitazone 45 MG Oral Tablet,RxNorm
1525221,pioglitazone 15 MG Oral Tablet,RxNorm
1526475,ezetimibe,RxNorm
1526476,ezetimibe 10 MG Oral Tablet,RxNorm
1526479,ezetimibe 10 MG / Simvastatin 20 MG Oral Tablet,RxNorm
1537684,salmon calcitonin 200 UNT/ACTUAT Nasal Spray,RxNorm
1539403,Simvastatin,RxNorm
1539407,Simvastatin 40 MG Oral Tablet,RxNorm
1539411,Simvastatin 20 MG Oral Tablet,RxNorm
1539462,Simvastatin 5 MG Oral Tablet,RxNorm
1539463,Simvastatin 10 MG Oral Tablet,RxNorm
1539469,ezetimibe 10 MG / Simvastatin 10 MG Oral Tablet,RxNorm
1544838,"Insulin, Glulisine, Human",RxNorm
1544872,"3 ML Insulin, Glulisine, Human 100 UNT/ML Pen Injector",RxNorm
1545958,atorvastatin,RxNorm
1545959,atorvastatin 80 MG Oral Tablet,RxNorm
1545996,atorvastatin 40 MG Oral Tablet,RxNorm
1545997,atorvastatin 10 MG Oral Tablet,RxNorm
1548111,cinacalcet,RxNorm
1548195,Estradiol,RxNorm
1548197,Estradiol 0.5 MG Oral Tablet,RxNorm
1548198,Estradiol 1 MG Oral Tablet,RxNorm
1548199,Estradiol 2 MG Oral Tablet,RxNorm
1548339,Estradiol 0.0006 MG/MG Topical Gel,RxNorm
1548364,84 HR Estradiol 0.00156 MG/HR Transdermal System,RxNorm
1548365,168 HR Estradiol 0.00104 MG/HR Transdermal System,RxNorm
1548368,84 HR Estradiol 0.00208 MG/HR Transdermal System,RxNorm
1548369,84 HR Estradiol 0.00417 MG/HR Transdermal System,RxNorm
1548415,84 HR Estradiol 0.00312 MG/HR Transdermal Patch,RxNorm
1548416,84 HR Estradiol 0.00104 MG/HR Transdermal System,RxNorm
1548999,90 DAY Estradiol 0.000313 MG/HR Vaginal Ring,RxNorm
1549080,"Estrogens, Conjugated (USP)",RxNorm
1549104,"Estrogens, Conjugated (USP) 1.25 MG Oral Tablet",RxNorm
1550023,Insulin Lispro,RxNorm
1550557,prednisolone,RxNorm
1550560,prednisolone 5 MG Oral Tablet,RxNorm
1550776,prednisolone 10 MG/ML Ophthalmic Solution,RxNorm
1551099,Prednisone,RxNorm
1551100,Prednisone 1 MG Oral Tablet,RxNorm
1551122,Prednisone 2.5 MG Oral Tablet,RxNorm
1551123,Prednisone 50 MG Oral Tablet,RxNorm
1551170,Prednisone 20 MG Oral Tablet,RxNorm
1551192,Prednisone 5 MG Oral Tablet,RxNorm
1551803,Fenofibrate,RxNorm
1551838,Fenofibrate 160 MG Oral Tablet,RxNorm
1551839,Fenofibrate 54 MG Oral Tablet,RxNorm
1551860,Pravastatin,RxNorm
1551924,Fenofibrate 48 MG Oral Tablet,RxNorm
1552016,Fenofibrate 50 MG Oral Capsule,RxNorm
1552310,Progesterone,RxNorm
1552350,Progesterone 200 MG Oral Capsule,RxNorm
1552382,Progesterone 50 MG/ML Injectable Solution,RxNorm
1553610,Levocarnitine,RxNorm
1555120,Fludrocortisone,RxNorm
1555142,Fludrocortisone 0.1 MG Oral Tablet,RxNorm
1557272,Alendronate,RxNorm
1558242,Gemfibrozil,RxNorm
1558471,cabergoline,RxNorm
1559684,Glyburide,RxNorm
1559685,Glyburide 1.25 MG Oral Tablet,RxNorm
1560171,Glipizide,RxNorm
1560278,Glucagon,RxNorm
1560304,1 ML Glucagon 1 MG/ML Prefilled Syringe,RxNorm
1560524,Glucose,RxNorm
1567198,"Insulin, Aspart, Human",RxNorm
1567234,"3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Pen Injector",RxNorm
1567235,"3 ML Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe",RxNorm
1580747,sitagliptin,RxNorm
1583722,exenatide,RxNorm
1584910,Somatropin,RxNorm
1589505,Levonorgestrel,RxNorm
1589573,Levonorgestrel 1.5 MG Oral Tablet,RxNorm
1592085,Lovastatin,RxNorm
1595799,Ferrous fumarate,RxNorm
1595992,Ethinyl Estradiol 0.03 MG / Ferrous fumarate 75 MG / Norethindrone 1.5 MG Oral Tablet,RxNorm
1595998,Ferrous fumarate 55 MG Extended Release Oral Tablet,RxNorm
1596972,"1.5 ML insulin human, isophane 70 UNT/ML / Regular Insulin, Human 30 UNT/ML Prefilled Syringe",RxNorm
1596974,"1.5 ML insulin human, isophane 100 UNT/ML Prefilled Syringe",RxNorm
1597756,glimepiride,RxNorm
1597761,glimepiride 1 MG Oral Tablet,RxNorm
1597772,glimepiride 2 MG Oral Tablet,RxNorm
1597773,glimepiride 4 MG Oral Tablet,RxNorm
1598819,Clomiphene,RxNorm
1636780,Testosterone,RxNorm
1702560,Tinidazole 500 MG Oral Tablet,RxNorm
1703063,valganciclovir,RxNorm
1703065,valganciclovir 450 MG Oral Tablet,RxNorm
1703093,emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet,RxNorm
1703603,famciclovir,RxNorm
1703606,famciclovir 500 MG Oral Tablet,RxNorm
1703687,Acyclovir,RxNorm
1703689,Acyclovir 50 MG/ML Topical Cream,RxNorm
1703691,Acyclovir 400 MG Oral Tablet,RxNorm
1703742,Acyclovir 0.05 MG/MG Topical Ointment,RxNorm
1703743,Acyclovir 800 MG Oral Tablet,RxNorm
1704139,posaconazole,RxNorm
1704183,Lamivudine,RxNorm
1705676,Trimethoprim 100 MG Oral Tablet,RxNorm
1707164,Metronidazole,RxNorm
1707343,Metronidazole 7.5 MG/ML Topical Cream,RxNorm
1707346,Metronidazole 500 MG Oral Tablet,RxNorm
1707472,Metronidazole 0.01 MG/MG Topical Gel,RxNorm
1707687,Vancomycin,RxNorm
1708880,Minocycline,RxNorm
1708903,Minocycline 100 MG Oral Capsule,RxNorm
1708904,Minocycline 50 MG Oral Capsule,RxNorm
1709170,meropenem,RxNorm
1710312,Tenofovir disoproxil fumarate 300 MG Oral Tablet,RxNorm
1710612,Zidovudine,RxNorm
1711246,entecavir,RxNorm
1711248,entecavir 0.5 MG Oral Tablet,RxNorm
1711759,Dapsone,RxNorm
1711761,Dapsone 100 MG Oral Tablet,RxNorm
1711792,Dapsone 25 MG Oral Tablet,RxNorm
1712889,raltegravir,RxNorm
1712891,raltegravir 400 MG Oral Tablet,RxNorm
1713332,Amoxicillin,RxNorm
1713370,Amoxicillin 50 MG/ML Oral Suspension,RxNorm
1713694,Amoxicillin 500 MG / Clavulanate 125 MG Oral Tablet,RxNorm
1713930,Nafcillin,RxNorm
1714165,peginterferon alfa-2a,RxNorm
1714277,voriconazole,RxNorm
1714278,voriconazole 200 MG Oral Tablet,RxNorm
1714319,Naltrexone,RxNorm
1716903,moxifloxacin,RxNorm
1717327,Ampicillin,RxNorm
1717704,valacyclovir,RxNorm
1717707,valacyclovir 1000 MG Oral Tablet,RxNorm
1717708,valacyclovir 500 MG Oral Tablet,RxNorm
1717963,ertapenem,RxNorm
1724666,Dicloxacillin,RxNorm
1724668,Dicloxacillin 500 MG Oral Capsule,RxNorm
1727223,Atazanavir,RxNorm
1734104,Azithromycin,RxNorm
1734108,Azithromycin 40 MG/ML Oral Suspension,RxNorm
1735947,rifaximin,RxNorm
1735948,rifaximin 200 MG Oral Tablet,RxNorm
1736887,linezolid,RxNorm
1736971,abacavir,RxNorm
1738521,Doxycycline,RxNorm
1738542,Doxycycline 100 MG Oral Tablet,RxNorm
1738579,doxycycline hyclate 20 MG Oral Tablet,RxNorm
1741309,terbinafine,RxNorm
1741402,terbinafine 250 MG Oral Tablet,RxNorm
1742253,Levofloxacin,RxNorm
1742254,Levofloxacin 250 MG Oral Tablet,RxNorm
1742255,Levofloxacin 500 MG Oral Tablet,RxNorm
1746940,Erythromycin,RxNorm
1747050,Erythromycin 0.02 MG/MG Topical Ointment,RxNorm
1748921,Ritonavir,RxNorm
1748975,cefepime,RxNorm
1749008,cefpodoxime,RxNorm
1749301,Ethambutol,RxNorm
1750500,Clarithromycin,RxNorm
1750562,Clarithromycin 500 MG Oral Tablet,RxNorm
1754994,Fluconazole,RxNorm
1754995,Fluconazole 100 MG Oral Tablet,RxNorm
1754996,Fluconazole 150 MG Oral Tablet,RxNorm
1756831,darunavir,RxNorm
1757803,Ganciclovir,RxNorm
1758536,etravirine,RxNorm
1759455,Pyrazinamide,RxNorm
1759848,Amoxicillin 125 MG / Clavulanate 31.2 MG Chewable Tablet,RxNorm
1760616,Quinine,RxNorm
1762711,Ribavirin,RxNorm
1763204,Rifampin,RxNorm
1771162,Cefazolin,RxNorm
1776684,Ceftazidime,RxNorm
1777087,Hydroxychloroquine,RxNorm
1777806,Ceftriaxone,RxNorm
1778162,Cefuroxime,RxNorm
1780601,Iodine,RxNorm
1780623,Iodine 0.15 MG Oral Tablet,RxNorm
1781733,Atovaquone,RxNorm
1782521,isoniazid,RxNorm
1782543,isoniazid 300 MG Oral Tablet,RxNorm
1784444,Ivermectin,RxNorm
1786055,deferasirox,RxNorm
1786617,Daptomycin,RxNorm
1786621,Cephalexin,RxNorm
1786652,Cephalexin 500 MG Oral Tablet,RxNorm
1790982,chlorhexidine gluconate 1.2 MG/ML Mouthwash,RxNorm
1791050,chlorhexidine gluconate 40 MG/ML Topical Solution,RxNorm
1796435,Cefixime,RxNorm
1796458,cefdinir,RxNorm
1797513,Ciprofloxacin,RxNorm
1797515,Ciprofloxacin 250 MG Oral Tablet,RxNorm
1797516,Ciprofloxacin 750 MG Oral Tablet,RxNorm
1799139,Oseltamivir,RxNorm
1799141,Oseltamivir 75 MG Oral Capsule,RxNorm
1836433,Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet,RxNorm
1836434,Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet,RxNorm
1836449,Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML Oral Suspension,RxNorm
1836948,Tetracycline,RxNorm
19000500,Mefloquine Hydrochloride 250 MG Oral Tablet,RxNorm
19002273,Hydrocortisone 0.025 MG/MG Topical Ointment,RxNorm
19002364,Fluocinonide 0.5 MG/ML Topical Cream,RxNorm
19002365,Fluocinonide 0.0005 MG/MG Topical Ointment,RxNorm
19003999,mycophenolate mofetil,RxNorm
19005046,pyridoxine,RxNorm
19005965,Ondansetron 4 MG Disintegrating Oral Tablet,RxNorm
19006410,Arginine,RxNorm
19007300,Fluorouracil 50 MG/ML Topical Cream,RxNorm
19007332,Methotrexate 2.5 MG Oral Tablet,RxNorm
19007614,Vitamin B 12 0.05 MG Oral Tablet,RxNorm
19008339,Vitamin A,RxNorm
19008469,Vitamin A 7500 UNT Oral Capsule,RxNorm
19008521,Ascorbic Acid 35 MG/ML / Vitamin A 1500 UNT/ML / Vitamin D 400 UNT/ML Oral Solution,RxNorm
19008523,Vitamin A 10000 UNT Oral Capsule,RxNorm
19008572,Hydrocortisone 10 MG/ML Topical Cream,RxNorm
19008619,Tretinoin 0.25 MG/ML Topical Cream,RxNorm
19008620,Tretinoin 0.5 MG/ML Topical Cream,RxNorm
19008700,Ketoconazole 20 MG/ML Medicated Shampoo,RxNorm
19008723,Mupirocin 0.02 MG/MG Topical Ointment,RxNorm
19008724,silver sulfadiazine 10 MG/ML Topical Cream,RxNorm
19008783,Permethrin 50 MG/ML Topical Cream,RxNorm
19009540,Vitamin E,RxNorm
19009563,Vitamin E 100 UNT Oral Tablet,RxNorm
19009838,Vitamin E 400 UNT Oral Tablet,RxNorm
19010129,Vitamin K 0.1 MG Oral Tablet,RxNorm
