procedure_concept_id,concept_name,vocabulary_id
2109919,"Circumcision, surgical excision other than clamp, device, or dorsal slit; older than 28 days of age",CPT4
2109923,Injection procedure for Peyronie disease,CPT4
2109925,Irrigation of corpora cavernosa for priapism,CPT4
2109928,"Injection of corpora cavernosa with pharmacologic agent(s) (eg, papaverine, phentolamine)",CPT4
2109947,Plastic operation on penis to correct angulation,CPT4
2109954,"Insertion of multi-component, inflatable penile prosthesis, including placement of pump, cylinders, and reservoir",CPT4
2109973,"Orchiectomy, simple (including subcapsular), with or without testicular prosthesis, scrotal or inguinal approach",CPT4
2109975,"Orchiectomy, radical, for tumor; inguinal approach",CPT4
2109993,"Excision of spermatocele, with or without epididymectomy",CPT4
2110001,Excision of hydrocele; unilateral,CPT4
2110011,"Vasectomy, unilateral or bilateral (separate procedure), including postoperative semen examination(s)",CPT4
2110013,"Vasovasostomy, vasovasorrhaphy",CPT4
2110017,Excision of varicocele or ligation of spermatic veins for varicocele; (separate procedure),CPT4
2110026,"Biopsy, prostate; needle or punch, single or multiple, any approach",CPT4
2110048,"Placement of interstitial device(s) for radiation therapy guidance (eg, fiducial markers, dosimeter), prostate (via needle, any approach), single or multiple",CPT4
2110049,"Unlisted procedure, male genital system",CPT4
2110054,Incision and drainage of vulva or perineal abscess,CPT4
2110055,Incision and drainage of Bartholin's gland abscess,CPT4
2110056,Marsupialization of Bartholin's gland cyst,CPT4
2110059,"Destruction of lesion(s), vulva; simple (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery)",CPT4
2110061,Biopsy of vulva or perineum (separate procedure); 1 lesion,CPT4
2110063,Vulvectomy simple; partial,CPT4
2110088,Biopsy of vaginal mucosa; simple (separate procedure),CPT4
2110098,Excision of vaginal cyst or tumor,CPT4
2110101,Fitting and insertion of pessary or other intravaginal support device,CPT4
2110108,"Anterior colporrhaphy, repair of cystocele with or without repair of urethrocele, including cystourethroscopy, when performed",CPT4
2110109,"Posterior colporrhaphy, repair of rectocele with or without perineorrhaphy",CPT4
2110116,"Colpopexy, vaginal; extra-peritoneal approach (sacrospinous, iliococcygeus)",CPT4
2110121,"Sling operation for stress incontinence (eg, fascia or synthetic)",CPT4
2110125,Revision (including removal) of prosthetic vaginal graft; vaginal approach,CPT4
2110142,"Laparoscopy, surgical, colpopexy (suspension of vaginal apex)",CPT4
2110143,Colposcopy of the cervix including upper/adjacent vagina,CPT4
2110144,Colposcopy of the cervix including upper/adjacent vagina; with biopsy(s) of the cervix and endocervical curettage,CPT4
2110145,Colposcopy of the cervix including upper/adjacent vagina; with biopsy(s) of the cervix,CPT4
2110146,Colposcopy of the cervix including upper/adjacent vagina; with endocervical curettage,CPT4
2110147,Colposcopy of the cervix including upper/adjacent vagina; with loop electrode biopsy(s) of the cervix,CPT4
2110148,Colposcopy of the cervix including upper/adjacent vagina; with loop electrode conization of the cervix,CPT4
2110149,"Biopsy of cervix, single or multiple, or local excision of lesion, with or without fulguration (separate procedure)",CPT4
2110150,Endocervical curettage (not done as part of a dilation and curettage),CPT4
2110154,"Conization of cervix, with or without fulguration, with or without dilation and curettage, with or without repair; cold knife or laser",CPT4
2110155,"Conization of cervix, with or without fulguration, with or without dilation and curettage, with or without repair; loop electrode excision",CPT4
2110169,"Endometrial sampling (biopsy) with or without endocervical sampling (biopsy), without cervical dilation, any method (separate procedure)",CPT4
2110171,"Dilation and curettage, diagnostic and/or therapeutic (nonobstetrical)",CPT4
2110181,"Vaginal hysterectomy, for uterus 250 g or less",CPT4
2110182,"Vaginal hysterectomy, for uterus 250 g or less; with removal of tube(s), and/or ovary(s)",CPT4
2110194,Insertion of intrauterine device (IUD),CPT4
2110195,Removal of intrauterine device (IUD),CPT4
2110197,Artificial insemination; intra-uterine,CPT4
2110199,Catheterization and introduction of saline or contrast material for saline infusion sonohysterography (SIS) or hysterosalpingography,CPT4
2110203,"Endometrial ablation, thermal, without hysteroscopic guidance",CPT4
2110213,"Laparoscopy, surgical, myomectomy, excision; 1 to 4 intramural myomas with total weight of 250 g or less and/or removal of surface myomas",CPT4
2110218,"Laparoscopy, surgical, with vaginal hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)",CPT4
2110221,"Hysteroscopy, diagnostic (separate procedure)",CPT4
2110222,"Hysteroscopy, surgical; with sampling (biopsy) of endometrium and/or polypectomy, with or without D & C",CPT4
2110225,"Hysteroscopy, surgical; with removal of leiomyomata",CPT4
2110230,"Laparoscopy, surgical, with total hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)",CPT4
2110232,"Laparoscopy, surgical, with total hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s)",CPT4
2110240,"Laparoscopy, surgical; with removal of adnexal structures (partial or total oophorectomy and/or salpingectomy)",CPT4
2110241,"Laparoscopy, surgical; with fulguration or excision of lesions of the ovary, pelvic viscera, or peritoneal surface by any method",CPT4
2110242,"Laparoscopy, surgical; with fulguration of oviducts (with or without transection)",CPT4
2110274,"Follicle puncture for oocyte retrieval, any method",CPT4
2110275,"Embryo transfer, intrauterine",CPT4
2110284,Fetal non-stress test,CPT4
2110300,Laparoscopic treatment of ectopic pregnancy; with salpingectomy and/or oophorectomy,CPT4
2110301,"Curettage, postpartum",CPT4
2110302,"Insertion of cervical dilator (eg, laminaria, prostaglandin) (separate procedure)",CPT4
2110304,"Cerclage of cervix, during pregnancy; vaginal",CPT4
2110309,Vaginal delivery only (with or without episiotomy and/or forceps); including postpartum care,CPT4
2110310,"External cephalic version, with or without tocolysis",CPT4
2110317,Cesarean delivery only; including postpartum care,CPT4
2110325,"Treatment of incomplete abortion, any trimester, completed surgically",CPT4
2110326,"Treatment of missed abortion, completed surgically; first trimester",CPT4
2110329,"Induced abortion, by dilation and curettage",CPT4
2110330,"Induced abortion, by dilation and evacuation",CPT4
2110369,"Total thyroid lobectomy, unilateral; with or without isthmusectomy",CPT4
2110371,"Thyroidectomy, total or complete",CPT4
2110372,"Thyroidectomy, total or subtotal for malignancy; with limited neck dissection",CPT4
2110383,Parathyroidectomy or exploration of parathyroid(s),CPT4
2110386,Parathyroid autotransplantation (List separately in addition to code for primary procedure),CPT4
2110403,Puncture of shunt tubing or reservoir for aspiration or injection procedure,CPT4
2110405,"Twist drill hole(s) for subdural, intracerebral, or ventricular puncture; for implanting ventricular catheter, pressure recording device, or other intracerebral monitoring device",CPT4
2110413,"Burr hole(s); for implanting ventricular catheter, reservoir, EEG electrode(s), pressure recording device, or other cerebral monitoring device (separate procedure)",CPT4
2110517,"Transcatheter permanent occlusion or embolization (eg, for tumor destruction, to achieve hemostasis, to occlude a vascular malformation), percutaneous, any method; central nervous system (intracranial, spinal cord)",CPT4
2110518,"Transcatheter permanent occlusion or embolization (eg, for tumor destruction, to achieve hemostasis, to occlude a vascular malformation), percutaneous, any method; non-central nervous system, head or neck (extracranial, brachiocephalic branch)",CPT4
2110521,"Balloon dilatation of intracranial vasospasm, percutaneous; initial vessel",CPT4
2110564,"Insertion or replacement of cranial neurostimulator pulse generator or receiver, direct or inductive coupling; with connection to a single electrode array",CPT4
2110601,Reprogramming of programmable cerebrospinal shunt,CPT4
2110609,"Spinal puncture, lumbar, diagnostic",CPT4
2110611,"Injection, epidural, of blood or clot patch",CPT4
2110615,"Injection procedure for myelography and/or computed tomography, lumbar",CPT4
2110621,Placement of catheter and injection of therapeutic substance into cervical subarachnoid space,CPT4
2110622,Placement of catheter and injection of therapeutic substance into sacral subarachnoid space,CPT4
2110630,"Implantation or replacement of device for intrathecal or epidural drug infusion; programmable pump, including preparation of pump, with or without programming",CPT4
2110643,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc; 1 interspace, cervical",CPT4
2110644,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc; 1 interspace, lumbar",CPT4
2110645,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc; each additional interspace, cervical or lumbar (List separately in addition to code for primary procedure)",CPT4
2110647,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, reexploration, single interspace; lumbar",CPT4
2110650,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; cervical",CPT4
2110652,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; lumbar",CPT4
2110653,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; each additional segment, cervical, thoracic, or lumbar (List separately in addition to code for primary procedure)",CPT4
2110745,"Injection, anesthetic agent; trigeminal nerve, any division or branch",CPT4
2110746,"Injection, anesthetic agent; facial nerve",CPT4
2110747,"Injection, anesthetic agent; greater occipital nerve",CPT4
2110752,"Injection, anesthetic agent; brachial plexus, single",CPT4
2110758,"Injection, anesthetic agent; ilioinguinal, iliohypogastric nerves",CPT4
2110761,"Injection, anesthetic agent; sciatic nerve, single",CPT4
2110763,"Injection, anesthetic agent; femoral nerve, single",CPT4
2110766,"Injection, anesthetic agent; other peripheral nerve or branch",CPT4
2110772,"Injection(s), anesthetic agent and/or steroid, transforaminal epidural, with imaging guidance (fluoroscopy or CT); cervical or thoracic, single level",CPT4
2110774,"Injection(s), anesthetic agent and/or steroid, transforaminal epidural, with imaging guidance (fluoroscopy or CT); lumbar or sacral, single level",CPT4
2110775,"Injection(s), anesthetic agent and/or steroid, transforaminal epidural, with imaging guidance (fluoroscopy or CT); lumbar or sacral, each additional level (List separately in addition to code for primary procedure)",CPT4
2110776,"Injection, anesthetic agent; sphenopalatine ganglion",CPT4
2110786,"Percutaneous implantation of neurostimulator electrode array; sacral nerve (transforaminal placement) including image guidance, if performed",CPT4
2110793,Revision or removal of peripheral neurostimulator electrode array,CPT4
2110794,"Insertion or replacement of peripheral or gastric neurostimulator pulse generator or receiver, direct or inductive coupling",CPT4
2110799,"Chemodenervation of muscle(s); muscle(s) innervated by facial nerve, unilateral (eg, for blepharospasm, hemifacial spasm)",CPT4
2110809,Destruction by neurolytic agent; other peripheral nerve or branch,CPT4
2110816,"Neuroplasty, major peripheral nerve, arm or leg, open; other than specified",CPT4
2110821,Neuroplasty and/or transposition; ulnar nerve at elbow,CPT4
2110823,Neuroplasty and/or transposition; median nerve at carpal tunnel,CPT4
2110842,"Transection or avulsion of other spinal nerve, extradural",CPT4
2110863,"Suture of digital nerve, hand or foot; 1 nerve",CPT4
2110900,"Unlisted procedure, nervous system",CPT4
2110905,"Enucleation of eye; with implant, muscles attached to implant",CPT4
2110916,"Removal of foreign body, external eye; conjunctival superficial",CPT4
2110919,"Removal of foreign body, external eye; corneal, with slit lamp",CPT4
2110928,"Repair of laceration; cornea and/or sclera, perforating, with reposition or resection of uveal tissue",CPT4
2110934,Excision or transposition of pterygium; with graft,CPT4
2110941,Keratoplasty (corneal transplant); penetrating (except in aphakia or pseudophakia),CPT4
2110944,Keratoplasty (corneal transplant); endothelial,CPT4
2110946,Keratomileusis,CPT4
2110962,Trabeculoplasty by laser surgery,CPT4
2110979,Fistulization of sclera for glaucoma; trabeculectomy ab externo in absence of previous surgery,CPT4
2110980,Fistulization of sclera for glaucoma; trabeculectomy ab externo with scarring from previous ocular surgery or trauma (includes injection of antifibrotic agents),CPT4
2110981,"Aqueous shunt to extraocular equatorial plate reservoir, external approach; with graft",CPT4
2110985,"Revision or repair of operative wound of anterior segment, any type, early or late, major or minor procedure",CPT4
2110996,"Ciliary body destruction; cyclophotocoagulation, transscleral",CPT4
2111000,"Iridotomy/iridectomy by laser surgery (eg, for glaucoma) (per session)",CPT4
2111004,"Discission of secondary membranous cataract (opacified posterior lens capsule and/or anterior hyaloid); laser surgery (eg, YAG laser) (1 or more stages)",CPT4
2111009,"Removal of lens material; pars plana approach, with or without vitrectomy",CPT4
2111013,"Extracapsular cataract removal with insertion of intraocular lens prosthesis (1-stage procedure), manual or mechanical technique (eg, irrigation and aspiration or phacoemulsification), complex, requiring devices or techniques not generally used in routine cataract surgery (eg, iris expansion device, suture support for intraocular lens, or primary posterior capsulorrhexis) or performed on patients in the amblyogenic developmental stage",CPT4
2111015,"Extracapsular cataract removal with insertion of intraocular lens prosthesis (1 stage procedure), manual or mechanical technique (eg, irrigation and aspiration or phacoemulsification)",CPT4
2111016,"Insertion of intraocular lens prosthesis (secondary implant), not associated with concurrent cataract removal",CPT4
2111018,Use of ophthalmic endoscope (List separately in addition to code for primary procedure),CPT4
2111019,"Unlisted procedure, anterior segment of eye",CPT4
2111025,Intravitreal injection of a pharmacologic agent (separate procedure),CPT4
2111028,"Vitrectomy, mechanical, pars plana approach",CPT4
2111030,"Vitrectomy, mechanical, pars plana approach; with focal endolaser photocoagulation",CPT4
2111031,"Vitrectomy, mechanical, pars plana approach; with endolaser panretinal photocoagulation",CPT4
2111032,"Vitrectomy, mechanical, pars plana approach; with removal of preretinal cellular membrane (eg, macular pucker)",CPT4
2111033,"Vitrectomy, mechanical, pars plana approach; with removal of internal limiting membrane of retina (eg, for repair of macular hole, diabetic macular edema), includes, if performed, intraocular tamponade (ie, air, gas or silicone oil)",CPT4
2111037,"Repair of retinal detachment; scleral buckling (such as lamellar scleral dissection, imbrication or encircling procedure), including, when performed, implant, cryotherapy, photocoagulation, and drainage of subretinal fluid",CPT4
2111038,"Repair of retinal detachment; with vitrectomy, any method, including, when performed, air or gas tamponade, focal endolaser photocoagulation, cryotherapy, drainage of subretinal fluid, scleral buckling, and/or removal of lens by same technique",CPT4
2111041,"Repair of complex retinal detachment (eg, proliferative vitreoretinopathy, stage C-1 or greater, diabetic traction retinal detachment, retinopathy of prematurity, retinal tear of greater than 90 degrees), with vitrectomy and membrane peeling, including, when performed, air, gas, or silicone oil tamponade, cryotherapy, endolaser photocoagulation, drainage of subretinal fluid, scleral buckling, and/or removal of lens",CPT4
2111046,"Prophylaxis of retinal detachment (eg, retinal break, lattice degeneration) without drainage, 1 or more sessions; photocoagulation (laser or xenon arc)",CPT4
2111048,"Destruction of localized lesion of retina (eg, macular edema, tumors), 1 or more sessions; photocoagulation",CPT4
2111054,"Treatment of extensive or progressive retinopathy (eg, diabetic retinopathy), photocoagulation",CPT4
2111057,Scleral reinforcement (separate procedure); with graft,CPT4
2111059,"Strabismus surgery, recession or resection procedure; 1 horizontal muscle",CPT4
2111060,"Strabismus surgery, recession or resection procedure; 2 horizontal muscles",CPT4
2111061,"Strabismus surgery, recession or resection procedure; 1 vertical muscle (excluding superior oblique)",CPT4
2111066,"Strabismus surgery on patient with scarring of extraocular muscles (eg, prior ocular injury, strabismus or retinal detachment surgery) or restrictive myopathy (eg, dysthyroid ophthalmopathy) (List separately in addition to code for primary procedure)",CPT4
2111075,"Orbitotomy without bone flap (frontal or transconjunctival approach); for exploration, with or without biopsy",CPT4
2111088,Injection of medication or other substance into Tenon's capsule,CPT4
2111096,Excision of chalazion; single,CPT4
2111100,Incisional biopsy of eyelid skin including lid margin,CPT4
2111101,"Correction of trichiasis; epilation, by forceps only",CPT4
2111102,"Correction of trichiasis; epilation by other than forceps (eg, by electrosurgery, cryotherapy, laser surgery)",CPT4
2111105,Excision of lesion of eyelid (except chalazion) without closure or with simple direct closure,CPT4
2111107,"Temporary closure of eyelids by suture (eg, Frost suture)",CPT4
2111114,"Repair of blepharoptosis; (tarso) levator resection or advancement, external approach",CPT4
2111116,"Repair of blepharoptosis; conjunctivo-tarso-Muller's muscle-levator resection (eg, Fasanella-Servat type)",CPT4
2111118,Correction of lid retraction,CPT4
2111123,"Repair of ectropion; extensive (eg, tarsal strip operations)",CPT4
2111131,Canthoplasty (reconstruction of canthus),CPT4
2111141,Biopsy of conjunctiva,CPT4
2111171,Dacryocystorhinostomy (fistulization of lacrimal sac to nasal cavity),CPT4
2111175,"Closure of the lacrimal punctum; by plug, each",CPT4
2111177,"Dilation of lacrimal punctum, with or without irrigation",CPT4
2111180,"Probing of nasolacrimal duct, with or without irrigation; with insertion of tube or stent",CPT4
2111182,"Probing of lacrimal canaliculi, with or without irrigation",CPT4
2111197,Removal foreign body from external auditory canal; without general anesthesia,CPT4
2111199,"Removal impacted cerumen requiring instrumentation, unilateral",CPT4
2111200,"Debridement, mastoidectomy cavity, simple (eg, routine cleaning)",CPT4
2111213,"Tympanostomy (requiring insertion of ventilating tube), local or topical anesthesia",CPT4
2111214,"Tympanostomy (requiring insertion of ventilating tube), general anesthesia",CPT4
2111234,"Tympanoplasty without mastoidectomy (including canalplasty, atticotomy and/or middle ear surgery), initial or revision; without ossicular chain reconstruction",CPT4
2111236,"Tympanoplasty without mastoidectomy (including canalplasty, atticotomy and/or middle ear surgery), initial or revision; with ossicular chain reconstruction and synthetic prosthesis (eg, partial ossicular replacement prosthesis [PORP], total ossicular replacement prosthesis [TORP])",CPT4
2111247,"Stapedectomy or stapedotomy with reestablishment of ossicular continuity, with or without use of foreign material",CPT4
2111257,"Implantation, osseointegrated implant, temporal bone, with percutaneous attachment to external speech processor/cochlear stimulator; without mastoidectomy",CPT4
2111275,"Cochlear device implantation, with or without mastoidectomy",CPT4
2211295,"Radiologic examination, mandible; complete, minimum of 4 views",CPT4
2211301,"Radiologic examination, nasal bones, complete, minimum of 3 views",CPT4
2211309,"Radiologic examination, skull; less than 4 views",CPT4
2211321,"Radiologic examination; neck, soft tissue",CPT4
2211327,"Computed tomography, head or brain; without contrast material",CPT4
2211328,"Computed tomography, head or brain; with contrast material(s)",CPT4
2211329,"Computed tomography, head or brain; without contrast material, followed by contrast material(s) and further sections",CPT4
2211330,"Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; without contrast material",CPT4
2211331,"Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; with contrast material(s)",CPT4
2211333,"Computed tomography, maxillofacial area; without contrast material",CPT4
2211334,"Computed tomography, maxillofacial area; with contrast material(s)",CPT4
2211336,"Computed tomography, soft tissue neck; without contrast material",CPT4
2211337,"Computed tomography, soft tissue neck; with contrast material(s)",CPT4
2211339,"Computed tomographic angiography, head, with contrast material(s), including noncontrast images, if performed, and image postprocessing",CPT4
2211340,"Computed tomographic angiography, neck, with contrast material(s), including noncontrast images, if performed, and image postprocessing",CPT4
2211344,"Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; without contrast material(s), followed by contrast material(s) and further sequences",CPT4
2211345,"Magnetic resonance angiography, head; without contrast material(s)",CPT4
2211347,"Magnetic resonance angiography, head; without contrast material(s), followed by contrast material(s) and further sequences",CPT4
2211348,"Magnetic resonance angiography, neck; without contrast material(s)",CPT4
2211350,"Magnetic resonance angiography, neck; without contrast material(s), followed by contrast material(s) and further sequences",CPT4
2211351,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material",CPT4
2211352,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); with contrast material(s)",CPT4
2211353,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material, followed by contrast material(s) and further sequences",CPT4
2211359,"Radiologic examination, chest; single view, frontal",CPT4
2211361,"Radiologic examination, chest, 2 views, frontal and lateral",CPT4
2211365,"Radiologic examination, chest, complete, minimum of 4 views",CPT4
2211367,"Radiologic examination, chest, special views (eg, lateral decubitus, Bucky studies)",CPT4
2211372,"Radiologic examination, ribs, unilateral; 2 views",CPT4
2211373,"Radiologic examination, ribs, unilateral; including posteroanterior chest, minimum of 3 views",CPT4
2211374,"Radiologic examination, ribs, bilateral; 3 views",CPT4
2211376,"Radiologic examination; sternum, minimum of 2 views",CPT4
2211377,"Radiologic examination; sternoclavicular joint or joints, minimum of 3 views",CPT4
2211378,"Computed tomography, thorax; without contrast material",CPT4
2211379,"Computed tomography, thorax; with contrast material(s)",CPT4
2211380,"Computed tomography, thorax; without contrast material, followed by contrast material(s) and further sections",CPT4
2211381,"Computed tomographic angiography, chest (noncoronary), with contrast material(s), including noncontrast images, if performed, and image postprocessing",CPT4
2211385,"Magnetic resonance angiography, chest (excluding myocardium), with or without contrast material(s)",CPT4
2211386,"Radiologic examination, spine, entire, survey study, anteroposterior and lateral",CPT4
2211387,"Radiologic examination, spine, single view, specify level",CPT4
2211388,"Radiologic examination, spine, cervical; 2 or 3 views",CPT4
2211389,"Radiologic examination, spine, cervical; 4 or 5 views",CPT4
2211390,"Radiologic examination, spine, cervical; 6 or more views",CPT4
2211391,"X-ray of thoracolumbar spine, standing anteroposterior view for scoliosis",CPT4
2211392,"Radiologic examination, spine; thoracic, 2 views",CPT4
2211393,"Radiologic examination, spine; thoracic, 3 views",CPT4
2211395,"Radiologic examination, spine; thoracolumbar junction, minimum of 2 views",CPT4
2211396,"X-ray study of spine, standing lateral, erect and supine anteroposterior, and supine right and left flexion views, for scoliosis",CPT4
2211397,"Radiologic examination, spine, lumbosacral; 2 or 3 views",CPT4
2211398,"Radiologic examination, spine, lumbosacral; minimum of 4 views",CPT4
2211401,"Computed tomography, cervical spine; without contrast material",CPT4
2211402,"Computed tomography, cervical spine; with contrast material",CPT4
2211404,"Computed tomography, thoracic spine; without contrast material",CPT4
2211405,"Computed tomography, thoracic spine; with contrast material",CPT4
2211407,"Computed tomography, lumbar spine; without contrast material",CPT4
2211408,"Computed tomography, lumbar spine; with contrast material",CPT4
2211410,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, cervical; without contrast material",CPT4
2211411,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, cervical; with contrast material(s)",CPT4
2211412,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, thoracic; without contrast material",CPT4
2211413,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, thoracic; with contrast material(s)",CPT4
2211414,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, lumbar; without contrast material",CPT4
2211415,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, lumbar; with contrast material(s)",CPT4
2211416,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; cervical",CPT4
2211417,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; thoracic",CPT4
2211418,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; lumbar",CPT4
2211420,"Radiologic examination, pelvis; 1 or 2 views",CPT4
2211421,"Radiologic examination, pelvis; complete, minimum of 3 views",CPT4
2211423,"Computed tomography, pelvis; without contrast material",CPT4
2211424,"Computed tomography, pelvis; with contrast material(s)",CPT4
2211425,"Computed tomography, pelvis; without contrast material, followed by contrast material(s) and further sections",CPT4
2211426,"Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s)",CPT4
2211428,"Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s), followed by contrast material(s) and further sequences",CPT4
2211430,"Radiologic examination, sacroiliac joints; less than 3 views",CPT4
2211431,"Radiologic examination, sacroiliac joints; 3 or more views",CPT4
2211432,"Radiologic examination, sacrum and coccyx, minimum of 2 views",CPT4
2211443,"Radiologic examination; clavicle, complete",CPT4
2211444,"Radiologic examination; scapula, complete",CPT4
2211445,"Radiologic examination, shoulder; 1 view",CPT4
2211446,"Radiologic examination, shoulder; complete, minimum of 2 views",CPT4
2211447,"Radiologic examination, shoulder, arthrography, radiological supervision and interpretation",CPT4
2211448,"Radiologic examination; acromioclavicular joints, bilateral, with or without weighted distraction",CPT4
2211449,"Radiologic examination; humerus, minimum of 2 views",CPT4
2211450,"Radiologic examination, elbow; 2 views",CPT4
2211451,"Radiologic examination, elbow; complete, minimum of 3 views",CPT4
2211453,"Radiologic examination; forearm, 2 views",CPT4
2211455,"Radiologic examination, wrist; 2 views",CPT4
2211456,"Radiologic examination, wrist; complete, minimum of 3 views",CPT4
2211458,"Radiologic examination, hand; 2 views",CPT4
2211459,"Radiologic examination, hand; minimum of 3 views",CPT4
2211460,"Radiologic examination, finger(s), minimum of 2 views",CPT4
2211461,"Computed tomography, upper extremity; without contrast material",CPT4
2211462,"Computed tomography, upper extremity; with contrast material(s)",CPT4
2211464,"Computed tomographic angiography, upper extremity, with contrast material(s), including noncontrast images, if performed, and image postprocessing",CPT4
2211467,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",CPT4
2211468,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)",CPT4
2211469,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)",CPT4
2211470,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences",CPT4
2211472,"Radiologic examination, hip, unilateral; 1 view",CPT4
2211473,"Radiologic examination, hip, unilateral; complete, minimum of 2 views",CPT4
2211474,"Radiologic examination, hips, bilateral, minimum of 2 views of each hip, including anteroposterior view of pelvis",CPT4
2211479,"X-ray of femur, anteroposterior and lateral views",CPT4
2211480,"Radiologic examination, knee; 1 or 2 views",CPT4
2211481,"Radiologic examination, knee; 3 views",CPT4
2211482,"Radiologic examination, knee; complete, 4 or more views",CPT4
2211483,"Radiologic examination, knee; both knees, standing, anteroposterior",CPT4
2211485,"Radiologic examination; tibia and fibula, 2 views",CPT4
2211487,"Radiologic examination, ankle; 2 views",CPT4
2211488,"Radiologic examination, ankle; complete, minimum of 3 views",CPT4
2211490,"Radiologic examination, foot; 2 views",CPT4
2211491,"Radiologic examination, foot; complete, minimum of 3 views",CPT4
2211492,"Radiologic examination; calcaneus, minimum of 2 views",CPT4
2211493,"Radiologic examination; toe(s), minimum of 2 views",CPT4
2211494,"Computed tomography, lower extremity; without contrast material",CPT4
2211495,"Computed tomography, lower extremity; with contrast material(s)",CPT4
2211497,"Computed tomographic angiography, lower extremity, with contrast material(s), including noncontrast images, if performed, and image postprocessing",CPT4
2211498,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)",CPT4
2211500,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences",CPT4
2211501,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",CPT4
2211503,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences",CPT4
2211506,"Radiologic examination, abdomen; single anteroposterior view",CPT4
2211507,"Radiologic examination, abdomen; anteroposterior and additional oblique and cone views",CPT4
2211508,"Radiologic examination, abdomen; complete, including decubitus and/or erect views",CPT4
2211509,"Radiologic examination, abdomen; complete acute abdomen series, including supine, erect, and/or decubitus views, single view chest",CPT4
2211510,"Computed tomography, abdomen; without contrast material",CPT4
2211511,"Computed tomography, abdomen; with contrast material(s)",CPT4
2211512,"Computed tomography, abdomen; without contrast material, followed by contrast material(s) and further sections",CPT4
2211513,"Computed tomographic angiography, abdomen, with contrast material(s), including noncontrast images, if performed, and image postprocessing",CPT4
2211514,"Magnetic resonance (eg, proton) imaging, abdomen; without contrast material(s)",CPT4
2211516,"Magnetic resonance (eg, proton) imaging, abdomen; without contrast material(s), followed by with contrast material(s) and further sequences",CPT4
2211520,Radiologic examination; esophagus,CPT4
2211521,"Swallowing function, with cineradiography/videoradiography",CPT4
2211523,"Radiologic examination, gastrointestinal tract, upper; with or without delayed images, without KUB",CPT4
2211524,"Radiologic examination, gastrointestinal tract, upper; with or without delayed images, with KUB",CPT4
2211525,"Radiologic examination, gastrointestinal tract, upper; with small intestine, includes multiple serial images",CPT4
