concept_id,concept_name,vocabulary_id,table
2211852,"Continuing medical physics consultation, including assessment of treatment parameters, quality assurance of dose delivery, and review of patient treatment documentation in support of the radiation oncologist, reported per week of therapy",CPT4,procedure_occurrence
2211853,Special medical radiation physics consultation,CPT4,procedure_occurrence
2211854,"Radiation treatment delivery, stereotactic radiosurgery (SRS), complete course of treatment of cranial lesion(s) consisting of 1 session; multi-source Cobalt 60 based",CPT4,procedure_occurrence
2211880,"Special treatment procedure (eg, total body irradiation, hemibody radiation, per oral or endocavitary irradiation)",CPT4,procedure_occurrence
2211941,Lymphatics and lymph nodes imaging,CPT4,procedure_occurrence
2211945,Liver imaging (SPECT),CPT4,procedure_occurrence
2211957,"Gastric emptying imaging study (eg, solid, liquid, or both)",CPT4,procedure_occurrence
2211963,Acute gastrointestinal blood loss imaging,CPT4,procedure_occurrence
2211970,Bone and/or joint imaging; whole body,CPT4,procedure_occurrence
2211971,Bone and/or joint imaging; 3 phase study,CPT4,procedure_occurrence
2211983,"Myocardial imaging, positron emission tomography (PET), metabolic evaluation",CPT4,procedure_occurrence
2211991,"Cardiac blood pool imaging, gated equilibrium; planar, single study at rest or stress (exercise and/or pharmacologic), wall motion study plus ejection fraction, with or without additional quantitative processing",CPT4,procedure_occurrence
2211997,"Myocardial imaging, positron emission tomography (PET), perfusion; single study at rest or stress",CPT4,procedure_occurrence
2211998,"Myocardial imaging, positron emission tomography (PET), perfusion; multiple studies at rest and/or stress",CPT4,procedure_occurrence
2212012,"Unlisted respiratory procedure, diagnostic nuclear medicine",CPT4,procedure_occurrence
2212017,"Brain imaging, tomographic (SPECT)",CPT4,procedure_occurrence
2212018,"Brain imaging, positron emission tomography (PET); metabolic evaluation",CPT4,procedure_occurrence
2212024,"Cerebrospinal fluid flow, imaging (not including introduction of material); shunt evaluation",CPT4,procedure_occurrence
2212033,"Kidney imaging morphology; with vascular flow and function, single study, with pharmacological intervention (eg, angiotensin converting enzyme inhibitor and/or diuretic)",CPT4,procedure_occurrence
2212057,Positron emission tomography (PET) with concurrently acquired computed tomography (CT) for attenuation correction and anatomical localization imaging; skull base to mid-thigh,CPT4,procedure_occurrence
2212058,Positron emission tomography (PET) with concurrently acquired computed tomography (CT) for attenuation correction and anatomical localization imaging; whole body,CPT4,procedure_occurrence
2212062,"Unlisted miscellaneous procedure, diagnostic nuclear medicine",CPT4,procedure_occurrence
2212066,"Radiopharmaceutical therapy, by oral administration",CPT4,procedure_occurrence
2212089,"Basic metabolic panel (Calcium, ionized) This panel must include the following: Calcium, ionized (82330) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Potassium (84132) Sodium (84295) Urea Nitrogen (BUN) (84520)",CPT4,procedure_occurrence
2212090,"Basic metabolic panel (Calcium, total) This panel must include the following: Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520)",CPT4,procedure_occurrence
2212092,Electrolyte panel This panel must include the following: Carbon dioxide (bicarbonate) (82374) Chloride (82435) Potassium (84132) Sodium (84295),CPT4,procedure_occurrence
2212093,"Comprehensive metabolic panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphatase, alkaline (84075) Potassium (84132) Protein, total (84155) Sodium (84295) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450) Urea nitrogen (BUN) (84520)",CPT4,procedure_occurrence
2212095,"Lipid panel This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478)",CPT4,procedure_occurrence
2212096,"Renal function panel This panel must include the following: Albumin (82040) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphorus inorganic (phosphate) (84100) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520)",CPT4,procedure_occurrence
2212099,"Hepatic function panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Bilirubin, direct (82248) Phosphatase, alkaline (84075) Protein, total (84155) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450)",CPT4,procedure_occurrence
2212105,Amikacin,CPT4,procedure_occurrence
2212108,Carbamazepine; total,CPT4,procedure_occurrence
2212109,Carbamazepine; free,CPT4,procedure_occurrence
2212110,Cyclosporine,CPT4,procedure_occurrence
2212112,Digoxin; total,CPT4,procedure_occurrence
2212113,Valproic acid (dipropylacetic acid); total,CPT4,procedure_occurrence
2212116,Gentamicin,CPT4,procedure_occurrence
2212120,Lidocaine,CPT4,procedure_occurrence
2212121,Lithium,CPT4,procedure_occurrence
2212123,Phenobarbital,CPT4,procedure_occurrence
2212124,Phenytoin; total,CPT4,procedure_occurrence
2212125,Phenytoin; free,CPT4,procedure_occurrence
2212130,Sirolimus,CPT4,procedure_occurrence
2212132,Tacrolimus,CPT4,procedure_occurrence
2212133,Theophylline,CPT4,procedure_occurrence
2212134,Tobramycin,CPT4,procedure_occurrence
2212135,Topiramate,CPT4,procedure_occurrence
2212136,Vancomycin,CPT4,procedure_occurrence
2212137,"Quantitation of therapeutic drug, not elsewhere specified",CPT4,procedure_occurrence
2212165,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; non-automated, with microscopy",CPT4,procedure_occurrence
2212166,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, with microscopy",CPT4,procedure_occurrence
2212167,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; non-automated, without microscopy",CPT4,procedure_occurrence
2212168,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, without microscopy",CPT4,procedure_occurrence
2212171,Urinalysis; microscopic only,CPT4,procedure_occurrence
2212173,"Urine pregnancy test, by visual color comparison methods",CPT4,procedure_occurrence
2212174,"Volume measurement for timed collection, each",CPT4,procedure_occurrence
2212180,"Ketone body(s) (eg, acetone, acetoacetic acid, beta-hydroxybutyrate); quantitative",CPT4,procedure_occurrence
2212183,"Acylcarnitines; quantitative, each specimen",CPT4,procedure_occurrence
2212184,Adrenocorticotropic hormone (ACTH),CPT4,procedure_occurrence
2212186,"Albumin; serum, plasma or whole blood",CPT4,procedure_occurrence
2212187,"Albumin; other source, quantitative, each specimen",CPT4,procedure_occurrence
2212188,"Albumin; urine (eg, microalbumin), quantitative",CPT4,procedure_occurrence
2212192,"Alcohol (ethanol), breath",CPT4,procedure_occurrence
2212193,Aldolase,CPT4,procedure_occurrence
2212194,Aldosterone,CPT4,procedure_occurrence
2212196,Alpha-1-antitrypsin; total,CPT4,procedure_occurrence
2212197,Alpha-1-antitrypsin; phenotype,CPT4,procedure_occurrence
2212198,Alpha-fetoprotein (AFP); serum,CPT4,procedure_occurrence
2212199,Alpha-fetoprotein (AFP); amniotic fluid,CPT4,procedure_occurrence
2212207,"Amino acids, 2 to 5 amino acids, quantitative, each specimen",CPT4,procedure_occurrence
2212208,"Amino acids, 6 or more amino acids, quantitative, each specimen",CPT4,procedure_occurrence
2212209,Ammonia,CPT4,procedure_occurrence
2212212,Amylase,CPT4,procedure_occurrence
2212214,Androstenedione,CPT4,procedure_occurrence
2212217,Angiotensin I - converting enzyme (ACE),CPT4,procedure_occurrence
2212218,"Apolipoprotein, each",CPT4,procedure_occurrence
2212220,"Ascorbic acid (Vitamin C), blood",CPT4,procedure_occurrence
2212223,Beta-2 microglobulin,CPT4,procedure_occurrence
2212224,Bile acids; total,CPT4,procedure_occurrence
2212226,Bilirubin; total,CPT4,procedure_occurrence
2212227,Bilirubin; direct,CPT4,procedure_occurrence
2212230,"Biotinidase, each specimen",CPT4,procedure_occurrence
2212231,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative; feces, consecutive collected specimens with single determination, for colorectal neoplasm screening (ie, patient was provided 3 cards or single triple card for consecutive collection)",CPT4,procedure_occurrence
2212232,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative; other sources",CPT4,procedure_occurrence
2212233,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative, feces, 1-3 simultaneous determinations, performed for other than colorectal neoplasm screening",CPT4,procedure_occurrence
2212235,"Blood, occult, by fecal hemoglobin determination by immunoassay, qualitative, feces, 1-3 simultaneous determinations",CPT4,procedure_occurrence
2212238,"Vitamin D; 25 hydroxy, includes fraction(s), if performed",CPT4,procedure_occurrence
2212240,Calcitonin,CPT4,procedure_occurrence
2212241,Calcium; total,CPT4,procedure_occurrence
2212242,Calcium; ionized,CPT4,procedure_occurrence
2212244,"Calcium; urine quantitative, timed specimen",CPT4,procedure_occurrence
2212245,Calculus; qualitative analysis,CPT4,procedure_occurrence
2212247,Calculus; infrared spectroscopy,CPT4,procedure_occurrence
2212250,Carbon dioxide (bicarbonate),CPT4,procedure_occurrence
2212251,Carboxyhemoglobin; quantitative,CPT4,procedure_occurrence
2212253,Carcinoembryonic antigen (CEA),CPT4,procedure_occurrence
2212254,"Carnitine (total and free), quantitative, each specimen",CPT4,procedure_occurrence
2212255,Carotene,CPT4,procedure_occurrence
2212258,Catecholamines; fractionated,CPT4,procedure_occurrence
2212260,Ceruloplasmin,CPT4,procedure_occurrence
2212261,Chemiluminescent assay,CPT4,procedure_occurrence
2212263,Chloride; blood,CPT4,procedure_occurrence
2212264,Chloride; urine,CPT4,procedure_occurrence
2212265,Chloride; other source,CPT4,procedure_occurrence
2212267,"Cholesterol, serum or whole blood, total",CPT4,procedure_occurrence
2212275,"Chromatography, quantitative, column (eg, gas liquid or HPLC); single analyte not elsewhere specified, single stationary and mobile phase",CPT4,procedure_occurrence
2212276,"Chromatography, quantitative, column (eg, gas liquid or HPLC); multiple analytes, single stationary and mobile phase",CPT4,procedure_occurrence
2212277,Chromium,CPT4,procedure_occurrence
2212278,Citrate,CPT4,procedure_occurrence
2212280,"Collagen cross links, any method",CPT4,procedure_occurrence
2212281,Copper,CPT4,procedure_occurrence
2212283,Cortisol; free,CPT4,procedure_occurrence
2212284,Cortisol; total,CPT4,procedure_occurrence
2212287,"Column chromatography, includes mass spectrometry, if performed (eg, HPLC, LC, LC/MS, LC/MS-MS, GC, GC/MS-MS, GC/MS, HPLC/MS), non-drug analyte(s) not elsewhere specified, qualitative or quantitative, each specimen",CPT4,procedure_occurrence
2212290,"Creatine kinase (CK), (CPK); total",CPT4,procedure_occurrence
2212291,"Creatine kinase (CK), (CPK); isoenzymes",CPT4,procedure_occurrence
2212292,"Creatine kinase (CK), (CPK); MB fraction only",CPT4,procedure_occurrence
2212294,Creatinine; blood,CPT4,procedure_occurrence
2212295,Creatinine; other source,CPT4,procedure_occurrence
2212296,Creatinine; clearance,CPT4,procedure_occurrence
2212298,"Cryoglobulin, qualitative or semi-quantitative (eg, cryocrit)",CPT4,procedure_occurrence
2212300,Cyanocobalamin (Vitamin B-12),CPT4,procedure_occurrence
2212305,Dehydroepiandrosterone-sulfate (DHEA-S),CPT4,procedure_occurrence
2212312,"Vitamin D; 1, 25 dihydroxy, includes fraction(s), if performed",CPT4,procedure_occurrence
2212315,"Enzyme activity in blood cells, cultured cells, or tissue, not elsewhere specified; nonradioactive substrate, each specimen",CPT4,procedure_occurrence
2212317,"Electrophoretic technique, not elsewhere specified",CPT4,procedure_occurrence
2212319,Erythropoietin,CPT4,procedure_occurrence
2212320,Estradiol,CPT4,procedure_occurrence
2212323,Estriol,CPT4,procedure_occurrence
2212326,Ethylene glycol,CPT4,procedure_occurrence
2212329,"Fat or lipids, feces; quantitative",CPT4,procedure_occurrence
2212333,Ferritin,CPT4,procedure_occurrence
2212334,"Fetal fibronectin, cervicovaginal secretions, semi-quantitative",CPT4,procedure_occurrence
2212337,Folic acid; serum,CPT4,procedure_occurrence
2212338,Folic acid; RBC,CPT4,procedure_occurrence
2212344,"Gammaglobulin (immunoglobulin); IgA, IgD, IgG, IgM, each",CPT4,procedure_occurrence
2212345,Gammaglobulin (immunoglobulin); IgE,CPT4,procedure_occurrence
2212346,"Gammaglobulin (immunoglobulin); immunoglobulin subclasses (eg, IgG1, 2, 3, or 4), each",CPT4,procedure_occurrence
2212348,"Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation)",CPT4,procedure_occurrence
2212349,"Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation); with O2 saturation, by direct measurement, except pulse oximetry",CPT4,procedure_occurrence
2212350,"Gases, blood, O2 saturation only, by direct measurement, except pulse oximetry",CPT4,procedure_occurrence
2212355,Gastrin,CPT4,procedure_occurrence
2212357,"Glucose, body fluid, other than blood",CPT4,procedure_occurrence
2212359,"Glucose; quantitative, blood (except reagent strip)",CPT4,procedure_occurrence
2212360,"Glucose; blood, reagent strip",CPT4,procedure_occurrence
2212361,Glucose; post glucose dose (includes glucose),CPT4,procedure_occurrence
2212366,Glucose-6-phosphate dehydrogenase (G6PD); screen,CPT4,procedure_occurrence
2212367,"Glucose, blood by glucose monitoring device(s) cleared by the FDA specifically for home use",CPT4,procedure_occurrence
2212371,"Glutamyltransferase, gamma (GGT)",CPT4,procedure_occurrence
2212375,Glycated protein,CPT4,procedure_occurrence
2212376,Gonadotropin; follicle stimulating hormone (FSH),CPT4,procedure_occurrence
2212377,Gonadotropin; luteinizing hormone (LH),CPT4,procedure_occurrence
2212378,"Growth hormone, human (HGH) (somatotropin)",CPT4,procedure_occurrence
2212381,Haptoglobin; quantitative,CPT4,procedure_occurrence
2212383,"Helicobacter pylori; breath test analysis for urease activity, non-radioactive isotope (eg, C-13)",CPT4,procedure_occurrence
2212384,Helicobacter pylori; drug administration,CPT4,procedure_occurrence
2212385,"Heavy metal (eg, arsenic, barium, beryllium, bismuth, antimony, mercury); qualitative, any number of analytes",CPT4,procedure_occurrence
2212387,"Hemoglobin fractionation and quantitation; electrophoresis (eg, A2, S, C, and/or F)",CPT4,procedure_occurrence
2212388,"Hemoglobin fractionation and quantitation; chromatography (eg, A2, S, C, and/or F)",CPT4,procedure_occurrence
2212392,Hemoglobin; glycosylated (A1C),CPT4,procedure_occurrence
2212395,"Hemoglobin; methemoglobin, quantitative",CPT4,procedure_occurrence
2212396,Hemoglobin; plasma,CPT4,procedure_occurrence
2212406,Homocysteine,CPT4,procedure_occurrence
2212409,"Hydroxyindolacetic acid, 5-(HIAA)",CPT4,procedure_occurrence
2212410,"Hydroxyprogesterone, 17-d",CPT4,procedure_occurrence
2212414,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",CPT4,procedure_occurrence
2212416,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, by radioimmunoassay (eg, RIA)",CPT4,procedure_occurrence
2212417,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, not otherwise specified",CPT4,procedure_occurrence
2212418,Insulin; total,CPT4,procedure_occurrence
2212421,Iron,CPT4,procedure_occurrence
2212427,Lactate (lactic acid),CPT4,procedure_occurrence
2212428,"Lactate dehydrogenase (LD), (LDH)",CPT4,procedure_occurrence
2212430,"Lactoferrin, fecal; qualitative",CPT4,procedure_occurrence
2212435,Lead,CPT4,procedure_occurrence
2212441,Lipase,CPT4,procedure_occurrence
2212442,Lipoprotein (a),CPT4,procedure_occurrence
2212449,"Lipoprotein, direct measurement; high density cholesterol (HDL cholesterol)",CPT4,procedure_occurrence
2212451,"Lipoprotein, direct measurement; LDL cholesterol",CPT4,procedure_occurrence
2212453,Magnesium,CPT4,procedure_occurrence
2212457,"Mass spectrometry and tandem mass spectrometry (eg, MS, MS/MS, MALDI, MS-TOF, QTOF), non-drug analyte(s) not elsewhere specified, qualitative or quantitative, each specimen",CPT4,procedure_occurrence
2212460,Metanephrines,CPT4,procedure_occurrence
2212468,Myoglobin,CPT4,procedure_occurrence
2212470,Natriuretic peptide,CPT4,procedure_occurrence
2212471,"Nephelometry, each analyte not elsewhere specified",CPT4,procedure_occurrence
2212496,Oligoclonal immune (oligoclonal bands),CPT4,procedure_occurrence
2212497,"Organic acids; total, quantitative, each specimen",CPT4,procedure_occurrence
2212501,Osmolality; blood,CPT4,procedure_occurrence
2212502,Osmolality; urine,CPT4,procedure_occurrence
2212504,Oxalate,CPT4,procedure_occurrence
2212507,Parathormone (parathyroid hormone),CPT4,procedure_occurrence
2212508,"pH; body fluid, not otherwise specified",CPT4,procedure_occurrence
2212510,"Calprotectin, fecal",CPT4,procedure_occurrence
2212517,"Phosphatase, alkaline",CPT4,procedure_occurrence
2212519,"Phosphatase, alkaline; isoenzymes",CPT4,procedure_occurrence
2212523,Phosphorus inorganic (phosphate),CPT4,procedure_occurrence
2212524,Phosphorus inorganic (phosphate); urine,CPT4,procedure_occurrence
2212526,"Porphobilinogen, urine; quantitative",CPT4,procedure_occurrence
2212528,"Porphyrins, urine; quantitation and fractionation",CPT4,procedure_occurrence
2212531,"Potassium; serum, plasma or whole blood",CPT4,procedure_occurrence
2212532,Potassium; urine,CPT4,procedure_occurrence
2212533,Prealbumin,CPT4,procedure_occurrence
2212538,Progesterone,CPT4,procedure_occurrence
2212539,Prolactin,CPT4,procedure_occurrence
2212542,Prostate specific antigen (PSA); total,CPT4,procedure_occurrence
2212543,Prostate specific antigen (PSA); free,CPT4,procedure_occurrence
2212544,"Protein, total, except by refractometry; serum, plasma or whole blood",CPT4,procedure_occurrence
2212545,"Protein, total, except by refractometry; urine",CPT4,procedure_occurrence
2212546,"Protein, total, except by refractometry; other source (eg, synovial fluid, cerebrospinal fluid)",CPT4,procedure_occurrence
2212548,Pregnancy-associated plasma protein-A (PAPP-A),CPT4,procedure_occurrence
2212549,"Protein; electrophoretic fractionation and quantitation, serum",CPT4,procedure_occurrence
2212550,"Protein; electrophoretic fractionation and quantitation, other fluids with concentration (eg, urine, CSF)",CPT4,procedure_occurrence
2212551,"Protein; Western Blot, with interpretation and report, blood or other body fluid",CPT4,procedure_occurrence
2212552,"Protein; Western Blot, with interpretation and report, blood or other body fluid, immunological probe for band identification, each",CPT4,procedure_occurrence
2212553,"Protoporphyrin, RBC; quantitative",CPT4,procedure_occurrence
2212556,Pyridoxal phosphate (Vitamin B-6),CPT4,procedure_occurrence
2212564,Renin,CPT4,procedure_occurrence
2212565,Riboflavin (Vitamin B-2),CPT4,procedure_occurrence
2212566,Selenium,CPT4,procedure_occurrence
2212567,Serotonin,CPT4,procedure_occurrence
2212568,Sex hormone binding globulin (SHBG),CPT4,procedure_occurrence
2212571,"Sodium; serum, plasma or whole blood",CPT4,procedure_occurrence
2212572,Sodium; urine,CPT4,procedure_occurrence
2212573,Sodium; other source,CPT4,procedure_occurrence
2212574,Somatomedin,CPT4,procedure_occurrence
2212576,"Spectrophotometry, analyte not elsewhere specified",CPT4,procedure_occurrence
2212581,"Sugars (mono-, di-, and oligosaccharides); single quantitative, each specimen",CPT4,procedure_occurrence
2212584,Testosterone; free,CPT4,procedure_occurrence
2212585,Testosterone; total,CPT4,procedure_occurrence
2212586,Thiamine (Vitamin B-1),CPT4,procedure_occurrence
2212587,Thiocyanate,CPT4,procedure_occurrence
2212588,Thyroglobulin,CPT4,procedure_occurrence
2212589,Thyroxine; total,CPT4,procedure_occurrence
2212591,Thyroxine; free,CPT4,procedure_occurrence
2212593,Thyroid stimulating hormone (TSH),CPT4,procedure_occurrence
2212594,Thyroid stimulating immune globulins (TSI),CPT4,procedure_occurrence
2212595,Tocopherol alpha (Vitamin E),CPT4,procedure_occurrence
2212597,Transferase; aspartate amino (AST) (SGOT),CPT4,procedure_occurrence
2212598,Transferase; alanine amino (ALT) (SGPT),CPT4,procedure_occurrence
2212599,Transferrin,CPT4,procedure_occurrence
2212600,Triglycerides,CPT4,procedure_occurrence
2212602,Triiodothyronine T3; total (TT-3),CPT4,procedure_occurrence
2212603,Triiodothyronine T3; free,CPT4,procedure_occurrence
2212605,"Troponin, quantitative",CPT4,procedure_occurrence
2212611,Urea nitrogen; quantitative,CPT4,procedure_occurrence
2212613,"Urea nitrogen, urine",CPT4,procedure_occurrence
2212615,Uric acid; blood,CPT4,procedure_occurrence
2212616,Uric acid; other source,CPT4,procedure_occurrence
2212624,Vitamin A,CPT4,procedure_occurrence
2212627,"Volatiles (eg, acetic anhydride, diethylether)",CPT4,procedure_occurrence
2212629,Zinc,CPT4,procedure_occurrence
2212630,C-peptide,CPT4,procedure_occurrence
2212631,"Gonadotropin, chorionic (hCG); quantitative",CPT4,procedure_occurrence
2212632,"Gonadotropin, chorionic (hCG); qualitative",CPT4,procedure_occurrence
2212635,Unlisted chemistry procedure,CPT4,procedure_occurrence
2212637,Blood count; automated differential WBC count,CPT4,procedure_occurrence
2212638,"Blood count; blood smear, microscopic examination with manual differential WBC count",CPT4,procedure_occurrence
2212641,Blood count; spun microhematocrit,CPT4,procedure_occurrence
2212642,Blood count; hematocrit (Hct),CPT4,procedure_occurrence
2212643,Blood count; hemoglobin (Hgb),CPT4,procedure_occurrence
2212648,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count) and automated differential WBC count",CPT4,procedure_occurrence
2212649,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count)",CPT4,procedure_occurrence
2212654,"Blood count; reticulocyte, automated",CPT4,procedure_occurrence
2212655,"Blood count; reticulocytes, automated, including 1 or more cellular parameters (eg, reticulocyte hemoglobin content [CHr], immature reticulocyte fraction [IRF], reticulocyte volume [MRV], RNA content), direct measurement",CPT4,procedure_occurrence
2212656,"Blood count; leukocyte (WBC), automated",CPT4,procedure_occurrence
2212657,"Blood count; platelet, automated",CPT4,procedure_occurrence
2212663,Chromogenic substrate assay,CPT4,procedure_occurrence
2212667,"Clotting; factor V (AcG or proaccelerin), labile factor",CPT4,procedure_occurrence
2212668,"Clotting; factor VII (proconvertin, stable factor)",CPT4,procedure_occurrence
2212669,"Clotting; factor VIII (AHG), 1-stage",CPT4,procedure_occurrence
2212671,"Clotting; factor VIII, VW factor, ristocetin cofactor",CPT4,procedure_occurrence
2212672,"Clotting; factor VIII, VW factor antigen",CPT4,procedure_occurrence
2212673,"Clotting; factor VIII, von Willebrand factor, multimetric analysis",CPT4,procedure_occurrence
2212674,Clotting; factor IX (PTC or Christmas),CPT4,procedure_occurrence
2212675,Clotting; factor X (Stuart-Prower),CPT4,procedure_occurrence
2212676,Clotting; factor XI (PTA),CPT4,procedure_occurrence
2212682,"Clotting inhibitors or anticoagulants; antithrombin III, activity",CPT4,procedure_occurrence
2212683,"Clotting inhibitors or anticoagulants; antithrombin III, antigen assay",CPT4,procedure_occurrence
2212685,"Clotting inhibitors or anticoagulants; protein C, activity",CPT4,procedure_occurrence
2212687,"Clotting inhibitors or anticoagulants; protein S, free",CPT4,procedure_occurrence
2212688,Activated Protein C (APC) resistance assay,CPT4,procedure_occurrence
2212689,Factor inhibitor test,CPT4,procedure_occurrence
2212692,Coagulation time; activated,CPT4,procedure_occurrence
2212699,"Fibrin degradation products, D-dimer; quantitative",CPT4,procedure_occurrence
2212701,Fibrinogen; activity,CPT4,procedure_occurrence
2212703,"Fibrinolysins or coagulopathy screen, interpretation and report",CPT4,procedure_occurrence
2212705,"Coagulation and fibrinolysis, functional activity, not otherwise specified (eg, ADAMTS-13), each analyte",CPT4,procedure_occurrence
2212713,"Hemoglobin or RBCs, fetal, for fetomaternal hemorrhage; differential lysis (Kleihauer-Betke)",CPT4,procedure_occurrence
2212714,"Hemoglobin or RBCs, fetal, for fetomaternal hemorrhage; rosette",CPT4,procedure_occurrence
2212716,Heparin assay,CPT4,procedure_occurrence
2212717,Heparin neutralization,CPT4,procedure_occurrence
2212726,"Platelet, aggregation (in vitro), each agent",CPT4,procedure_occurrence
2212731,Prothrombin time,CPT4,procedure_occurrence
2212732,"Prothrombin time; substitution, plasma fractions, each",CPT4,procedure_occurrence
2212734,Russell viper venom time (includes venom); diluted,CPT4,procedure_occurrence
2212736,"Sedimentation rate, erythrocyte; non-automated",CPT4,procedure_occurrence
2212737,"Sedimentation rate, erythrocyte; automated",CPT4,procedure_occurrence
2212738,"Sickling of RBC, reduction",CPT4,procedure_occurrence
2212739,Thrombin time; plasma,CPT4,procedure_occurrence
2212742,"Thromboplastin time, partial (PTT); plasma or whole blood",CPT4,procedure_occurrence
2212743,"Thromboplastin time, partial (PTT); substitution, plasma fractions, each",CPT4,procedure_occurrence
2212744,Viscosity,CPT4,procedure_occurrence
2212745,Unlisted hematology and coagulation procedure,CPT4,procedure_occurrence
2212747,"Allergen specific IgG quantitative or semiquantitative, each allergen",CPT4,procedure_occurrence
2212748,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",CPT4,procedure_occurrence
2212750,Antibody identification; leukocyte antibodies,CPT4,procedure_occurrence
2212751,Antibody identification; platelet antibodies,CPT4,procedure_occurrence
2212753,Antinuclear antibodies (ANA),CPT4,procedure_occurrence
2212755,Antistreptolysin 0; titer,CPT4,procedure_occurrence
2212759,"Blood bank physician services; investigation of transfusion reaction including suspicion of transmissible disease, interpretation and written report",CPT4,procedure_occurrence
2212761,C-reactive protein,CPT4,procedure_occurrence
2212762,C-reactive protein; high sensitivity (hsCRP),CPT4,procedure_occurrence
2212763,"Beta 2 Glycoprotein I antibody, each",CPT4,procedure_occurrence
2212764,"Cardiolipin (phospholipid) antibody, each Ig class",CPT4,procedure_occurrence
2212768,Cold agglutinin; titer,CPT4,procedure_occurrence
2212769,"Complement; antigen, each component",CPT4,procedure_occurrence
2212770,"Complement; functional activity, each component",CPT4,procedure_occurrence
2212771,Complement; total hemolytic (CH50),CPT4,procedure_occurrence
2212774,"Cyclic citrullinated peptide (CCP), antibody",CPT4,procedure_occurrence
2212776,Deoxyribonucleic acid (DNA) antibody; native or double stranded,CPT4,procedure_occurrence
2212778,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",CPT4,procedure_occurrence
2212780,"Fluorescent noninfectious agent antibody; screen, each antibody",CPT4,procedure_occurrence
2212781,"Fluorescent noninfectious agent antibody; titer, each antibody",CPT4,procedure_occurrence
2212785,"Immunoassay for tumor antigen, quantitative; CA 15-3 (27.29)",CPT4,procedure_occurrence
2212786,"Immunoassay for tumor antigen, quantitative; CA 19-9",CPT4,procedure_occurrence
2212787,"Immunoassay for tumor antigen, quantitative; CA 125",CPT4,procedure_occurrence
2212788,Heterophile antibodies; screening,CPT4,procedure_occurrence
2212791,"Immunoassay for tumor antigen, other antigen, quantitative (eg, CA 50, 72-4, 549), each",CPT4,procedure_occurrence
2212792,"Immunoassay for infectious agent antibody, quantitative, not otherwise specified",CPT4,procedure_occurrence
2212793,"Immunoassay for infectious agent antibody, qualitative or semiquantitative, single step method (eg, reagent strip)",CPT4,procedure_occurrence
2212798,"Immunodiffusion; gel diffusion, qualitative (Ouchterlony), each antigen or antibody",CPT4,procedure_occurrence
2212799,Immune complex assay,CPT4,procedure_occurrence
2212800,Immunofixation electrophoresis; serum,CPT4,procedure_occurrence
2212801,"Immunofixation electrophoresis; other fluids with concentration (eg, urine, CSF)",CPT4,procedure_occurrence
2212802,Inhibin A,CPT4,procedure_occurrence
2212803,Insulin antibodies,CPT4,procedure_occurrence
2212804,Intrinsic factor antibodies,CPT4,procedure_occurrence
